date,strategy_id,strategy_name,strategy_params,no_trades_executed,EUR,USD,GBP,JPY,CHF,AUD,CAD,NOK,SEK,CNY,MXN,current_value
2026-02-26,momentum-conf50-size10,simple-momentum,conf=0.5_size=0.1,0,77.04096540786958,101.53801905994541,49.7421073349417,13036.893440242093,92.55287298547024,292.6235007468612,202.8005111861239,1126.978182,799.86669311342,1229.7446737346806,1551.890741881908,1097.43
2026-02-26,momentum-conf50-size25,simple-momentum,conf=0.5_size=0.25,0,50.29538091217669,82.49081242279512,18.892185904115706,7497.759998278099,76.12848313288225,439.4516472466693,244.39987727097764,1126.978182,500.77739777766175,1748.0248497950556,1004.8688182826708,1094.36
2026-02-26,momentum-conf50-size50,simple-momentum,conf=0.5_size=0.5,0,21.896914486939536,53.9725843080431,2.5711940191116143,2526.2129674834746,39.22634375283497,602.6052396865452,263.7205320780996,1126.978182,204.722614933082,2404.6476352348013,442.0226616279047,1091.57
2026-02-26,momentum-conf70-size10,simple-momentum,conf=0.7_size=0.1,0,100.0,117.834993,64.90710482230222,16895.307757821676,102.5335442533817,188.4282257760749,161.443317,1126.978182,1068.2568350000001,872.1052880611128,2032.903738,1099.75
2026-02-26,momentum-conf70-size25,simple-momentum,conf=0.7_size=0.25,0,100.0,117.834993,39.750077758617735,14844.322990554198,113.61362589063826,215.51571283249203,161.443317,1126.978182,1068.2568350000001,961.210545652782,2032.903738,1099.24
2026-02-26,momentum-conf70-size50,simple-momentum,conf=0.7_size=0.5,0,100.0,117.834993,14.91343670006833,11426.015045108397,120.8223230965985,249.07370039702548,161.443317,1126.978182,1068.2568350000001,1109.719308305564,2032.903738,1098.67
2026-02-27,momentum-conf30-size10,simple-momentum,conf=0.3_size=0.1,2,51.422730925514934,77.2085330226546,25.33995506411532,10296.888505341418,92.36508528143511,452.1450293773423,162.7527776219129,1126.978182,562.4649332662791,1677.2294548047491,1207.1371497809243,1096.02
2026-02-27,momentum-conf30-size25,simple-momentum,conf=0.3_size=0.25,2,17.397151770796324,41.857025065570475,5.947462278044832,5081.973772833118,59.76401834096288,704.9763535448106,120.62697090988632,1126.978182,189.80982715115005,2406.164119355373,509.11696169515136,1092.92
2026-02-27,momentum-conf30-size50,simple-momentum,conf=0.3_size=0.5,2,2.212982026437258,15.833962853661282,1.8601751829573507,2229.822264942145,17.83054418140388,911.6073797148462,53.44809346776622,1126.978182,23.296987351911575,2852.097536024536,97.40633622214227,1091.73
2026-02-27,momentum-conf50-size10,simple-momentum,conf=0.5_size=0.1,0,77.04096540786958,101.53801905994541,49.7421073349417,13036.893440242093,92.55287298547024,292.6235007468612,202.8005111861239,1126.978182,799.86669311342,1229.7446737346806,1551.890741881908,1097.81
2026-02-27,momentum-conf50-size25,simple-momentum,conf=0.5_size=0.25,0,50.29538091217669,82.49081242279512,18.892185904115706,7497.759998278099,76.12848313288225,439.4516472466693,244.39987727097764,1126.978182,500.77739777766175,1748.0248497950556,1004.8688182826708,1094.94
2026-02-27,momentum-conf50-size50,simple-momentum,conf=0.5_size=0.5,0,21.896914486939536,53.9725843080431,2.5711940191116143,2526.2129674834746,39.22634375283497,602.6052396865452,263.7205320780996,1126.978182,204.722614933082,2404.6476352348013,442.0226616279047,1092.29
2026-02-27,momentum-conf70-size10,simple-momentum,conf=0.7_size=0.1,0,100.0,117.834993,64.90710482230222,16895.307757821676,102.5335442533817,188.4282257760749,161.443317,1126.978182,1068.2568350000001,872.1052880611128,2032.903738,1100.0
2026-02-27,momentum-conf70-size25,simple-momentum,conf=0.7_size=0.25,0,100.0,117.834993,39.750077758617735,14844.322990554198,113.61362589063826,215.51571283249203,161.443317,1126.978182,1068.2568350000001,961.210545652782,2032.903738,1099.58
2026-02-27,momentum-conf70-size50,simple-momentum,conf=0.7_size=0.5,0,100.0,117.834993,14.91343670006833,11426.015045108397,120.8223230965985,249.07370039702548,161.443317,1126.978182,1068.2568350000001,1109.719308305564,2032.903738,1099.08
2026-02-28,momentum-conf30-size10,simple-momentum,conf=0.3_size=0.1,6,51.422730925514934,74.42825374850881,21.871636071756832,10296.888505341418,93.30392879428523,461.36823350273767,164.0289057124003,1126.978182,562.4649332662791,1683.8882749272536,1167.3981948101364,1096.7
2026-02-28,momentum-conf30-size25,simple-momentum,conf=0.3_size=0.25,6,17.397151770796324,38.0888463840425,4.071451840660266,5081.973772833118,60.27621784986182,714.8711396817133,121.25073917526116,1126.978182,189.80982715115005,2409.583744130781,467.2166357476404,1093.47
2026-02-28,momentum-conf30-size50,simple-momentum,conf=0.3_size=0.5,6,2.212982026437258,12.98305784185957,0.8366992067014264,2229.822264942145,18.11061383944429,917.6613871917665,53.727935770392456,1126.978182,23.296987351911575,2853.7730936989324,81.37325327997766,1092.08
2026-02-28,momentum-conf50-size10,simple-momentum,conf=0.5_size=0.1,0,77.04096540786958,101.53801905994541,49.7421073349417,13036.893440242093,92.55287298547024,292.6235007468612,202.8005111861239,1126.978182,799.86669311342,1229.7446737346806,1551.890741881908,1098.55
2026-02-28,momentum-conf50-size25,simple-momentum,conf=0.5_size=0.25,0,50.29538091217669,82.49081242279512,18.892185904115706,7497.759998278099,76.12848313288225,439.4516472466693,244.39987727097764,1126.978182,500.77739777766175,1748.0248497950556,1004.8688182826708,1095.71
2026-02-28,momentum-conf50-size50,simple-momentum,conf=0.5_size=0.5,0,21.896914486939536,53.9725843080431,2.5711940191116143,2526.2129674834746,39.22634375283497,602.6052396865452,263.7205320780996,1126.978182,204.722614933082,2404.6476352348013,442.0226616279047,1092.94
2026-02-28,momentum-conf70-size10,simple-momentum,conf=0.7_size=0.1,0,100.0,117.834993,64.90710482230222,16895.307757821676,102.5335442533817,188.4282257760749,161.443317,1126.978182,1068.2568350000001,872.1052880611128,2032.903738,1100.71
2026-02-28,momentum-conf70-size25,simple-momentum,conf=0.7_size=0.25,0,100.0,117.834993,39.750077758617735,14844.322990554198,113.61362589063826,215.51571283249203,161.443317,1126.978182,1068.2568350000001,961.210545652782,2032.903738,1100.38
2026-02-28,momentum-conf70-size50,simple-momentum,conf=0.7_size=0.5,0,100.0,117.834993,14.91343670006833,11426.015045108397,120.8223230965985,249.07370039702548,161.443317,1126.978182,1068.2568350000001,1109.719308305564,2032.903738,1099.97
2026-03-01,momentum-conf30-size10,simple-momentum,conf=0.3_size=0.1,5,51.422730925514934,71.95053718122095,19.499680040150935,10296.888505341418,94.1148990632465,469.671780011857,165.16663904762555,1126.978182,562.4649332662791,1683.8882749272536,1129.8313209011462,1096.65
2026-03-01,momentum-conf30-size25,simple-momentum,conf=0.3_size=0.25,5,17.397151770796324,34.91890214373056,3.028706567433525,5081.973772833118,60.62758438764632,723.1743668810833,121.71475327043734,1126.978182,189.80982715115005,2409.583744130781,429.6290574017427,1093.43
2026-03-01,momentum-conf30-size50,simple-momentum,conf=0.3_size=0.5,5,2.212982026437258,10.822027864082044,0.4478443627105519,2229.822264942145,18.23718836945998,922.0796139856533,53.87772173490075,1126.978182,23.296987351911575,2853.7730936989324,68.28029682722925,1092.06
2026-03-01,momentum-conf50-size10,simple-momentum,conf=0.5_size=0.1,0,77.04096540786958,101.53801905994541,49.7421073349417,13036.893440242093,92.55287298547024,292.6235007468612,202.8005111861239,1126.978182,799.86669311342,1229.7446737346806,1551.890741881908,1098.55
2026-03-01,momentum-conf50-size25,simple-momentum,conf=0.5_size=0.25,0,50.29538091217669,82.49081242279512,18.892185904115706,7497.759998278099,76.12848313288225,439.4516472466693,244.39987727097764,1126.978182,500.77739777766175,1748.0248497950556,1004.8688182826708,1095.71
2026-03-01,momentum-conf50-size50,simple-momentum,conf=0.5_size=0.5,0,21.896914486939536,53.9725843080431,2.5711940191116143,2526.2129674834746,39.22634375283497,602.6052396865452,263.7205320780996,1126.978182,204.722614933082,2404.6476352348013,442.0226616279047,1092.94
2026-03-01,momentum-conf70-size10,simple-momentum,conf=0.7_size=0.1,0,100.0,117.834993,64.90710482230222,16895.307757821676,102.5335442533817,188.4282257760749,161.443317,1126.978182,1068.2568350000001,872.1052880611128,2032.903738,1100.71
2026-03-01,momentum-conf70-size25,simple-momentum,conf=0.7_size=0.25,0,100.0,117.834993,39.750077758617735,14844.322990554198,113.61362589063826,215.51571283249203,161.443317,1126.978182,1068.2568350000001,961.210545652782,2032.903738,1100.38
2026-03-01,momentum-conf70-size50,simple-momentum,conf=0.7_size=0.5,0,100.0,117.834993,14.91343670006833,11426.015045108397,120.8223230965985,249.07370039702548,161.443317,1126.978182,1068.2568350000001,1109.719308305564,2032.903738,1099.97
2026-03-02,momentum-conf30-size10,simple-momentum,conf=0.3_size=0.1,0,51.422730925514934,71.95053718122095,19.499680040150935,10296.888505341418,94.1148990632465,469.671780011857,165.16663904762555,1126.978182,562.4649332662791,1683.8882749272536,1129.8313209011462,1097.04
2026-03-02,momentum-conf30-size25,simple-momentum,conf=0.3_size=0.25,0,17.397151770796324,34.91890214373056,3.028706567433525,5081.973772833118,60.62758438764632,723.1743668810833,121.71475327043734,1126.978182,189.80982715115005,2409.583744130781,429.6290574017427,1093.58
2026-03-02,momentum-conf30-size50,simple-momentum,conf=0.3_size=0.5,0,2.212982026437258,10.822027864082044,0.4478443627105519,2229.822264942145,18.23718836945998,922.0796139856533,53.87772173490075,1126.978182,23.296987351911575,2853.7730936989324,68.28029682722925,1091.94
2026-03-02,momentum-conf50-size10,simple-momentum,conf=0.5_size=0.1,0,77.04096540786958,101.53801905994541,49.7421073349417,13036.893440242093,92.55287298547024,292.6235007468612,202.8005111861239,1126.978182,799.86669311342,1229.7446737346806,1551.890741881908,1099.0
2026-03-02,momentum-conf50-size25,simple-momentum,conf=0.5_size=0.25,0,50.29538091217669,82.49081242279512,18.892185904115706,7497.759998278099,76.12848313288225,439.4516472466693,244.39987727097764,1126.978182,500.77739777766175,1748.0248497950556,1004.8688182826708,1096.15
2026-03-02,momentum-conf50-size50,simple-momentum,conf=0.5_size=0.5,0,21.896914486939536,53.9725843080431,2.5711940191116143,2526.2129674834746,39.22634375283497,602.6052396865452,263.7205320780996,1126.978182,204.722614933082,2404.6476352348013,442.0226616279047,1093.24
2026-03-02,momentum-conf70-size10,simple-momentum,conf=0.7_size=0.1,0,100.0,117.834993,64.90710482230222,16895.307757821676,102.5335442533817,188.4282257760749,161.443317,1126.978182,1068.2568350000001,872.1052880611128,2032.903738,1101.18
2026-03-02,momentum-conf70-size25,simple-momentum,conf=0.7_size=0.25,0,100.0,117.834993,39.750077758617735,14844.322990554198,113.61362589063826,215.51571283249203,161.443317,1126.978182,1068.2568350000001,961.210545652782,2032.903738,1100.91
2026-03-02,momentum-conf70-size50,simple-momentum,conf=0.7_size=0.5,0,100.0,117.834993,14.91343670006833,11426.015045108397,120.8223230965985,249.07370039702548,161.443317,1126.978182,1068.2568350000001,1109.719308305564,2032.903738,1100.56
2026-03-03,momentum-conf30-size10,simple-momentum,conf=0.3_size=0.1,23,43.84293402072815,83.18314174358598,17.6730200838176,8704.614378985674,80.925787088595,487.8816851999116,185.2062879755334,1126.978182,490.0116003762536,1789.9988631254973,984.7212098458315,1101.05
2026-03-03,momentum-conf30-size25,simple-momentum,conf=0.3_size=0.25,23,11.530559949456494,45.98804171942589,2.353483948508963,3292.558293709584,41.09927253288384,741.4728562809092,143.14961557793077,1126.978182,133.2043048436791,2530.5843303660736,301.8500402799674,1098.93
2026-03-03,momentum-conf30-size50,simple-momentum,conf=0.3_size=0.5,23,0.927127063196273,15.050111908923824,0.26420451121718735,887.5858864809554,8.035393894376755,929.7992646910376,64.05099494915012,1126.978182,11.083243300773015,2918.578474196998,32.56564941125786,1098.51
2026-03-03,momentum-conf50-size10,simple-momentum,conf=0.5_size=0.1,0,77.04096540786958,101.53801905994541,49.7421073349417,13036.893440242093,92.55287298547024,292.6235007468612,202.8005111861239,1126.978182,799.86669311342,1229.7446737346806,1551.890741881908,1102.78
2026-03-03,momentum-conf50-size25,simple-momentum,conf=0.5_size=0.25,0,50.29538091217669,82.49081242279512,18.892185904115706,7497.759998278099,76.12848313288225,439.4516472466693,244.39987727097764,1126.978182,500.77739777766175,1748.0248497950556,1004.8688182826708,1100.9
2026-03-03,momentum-conf50-size50,simple-momentum,conf=0.5_size=0.5,0,21.896914486939536,53.9725843080431,2.5711940191116143,2526.2129674834746,39.22634375283497,602.6052396865452,263.7205320780996,1126.978182,204.722614933082,2404.6476352348013,442.0226616279047,1099.21
2026-03-03,momentum-conf70-size10,simple-momentum,conf=0.7_size=0.1,0,100.0,117.834993,64.90710482230222,16895.307757821676,102.5335442533817,188.4282257760749,161.443317,1126.978182,1068.2568350000001,872.1052880611128,2032.903738,1104.2
2026-03-03,momentum-conf70-size25,simple-momentum,conf=0.7_size=0.25,0,100.0,117.834993,39.750077758617735,14844.322990554198,113.61362589063826,215.51571283249203,161.443317,1126.978182,1068.2568350000001,961.210545652782,2032.903738,1103.89
2026-03-03,momentum-conf70-size50,simple-momentum,conf=0.7_size=0.5,0,100.0,117.834993,14.91343670006833,11426.015045108397,120.8223230965985,249.07370039702548,161.443317,1126.978182,1068.2568350000001,1109.719308305564,2032.903738,1103.57
