date,trader_id,buy_currency,sell_currency,buy_signal,sell_signal,trade_signal
2026-03-21,combinator-standard,EUR,JPY,0.0771,-0.2616,0.1693
2026-03-21,combinator-standard,GBP,JPY,0.0386,-0.2616,0.1501
2026-03-21,combinator-standard,SEK,JPY,0.0304,-0.2616,0.146
2026-03-21,combinator-standard,MXN,CAD,0.2019,-0.0367,0.1193
2026-03-21,combinator-standard,AUD,CAD,0.1615,-0.0367,0.0991
2026-03-21,combinator-standard,USD,CAD,0.1364,-0.0367,0.0866
2026-03-21,combinator-standard,CHF,CAD,0.0892,-0.0367,0.0629
2026-03-21,combinator-standard,EUR,CAD,0.0771,-0.0367,0.0569
2026-03-21,combinator-standard,GBP,CAD,0.0386,-0.0367,0.0376
2026-03-21,combinator-standard,SEK,CAD,0.0304,-0.0367,0.0335
2026-03-21,haiku-only,NOK,JPY,0.35,-0.2616,0.3058
2026-03-21,haiku-only,MXN,JPY,0.2828,-0.2616,0.2722
2026-03-21,haiku-only,AUD,JPY,0.2008,-0.2616,0.2312
2026-03-21,haiku-only,USD,JPY,0.1868,-0.2616,0.2242
2026-03-21,haiku-only,CHF,JPY,0.1588,-0.2616,0.2102
2026-03-21,haiku-only,NOK,CAD,0.35,-0.02,0.185
2026-03-21,haiku-only,EUR,JPY,0.0672,-0.2616,0.1644
2026-03-21,haiku-only,SEK,JPY,0.0491,-0.2616,0.1553
2026-03-21,haiku-only,MXN,CAD,0.2828,-0.02,0.1514
2026-03-21,haiku-only,GBP,JPY,0.04,-0.2616,0.1508
2026-03-21,haiku-only,CNY,JPY,0.0364,-0.2616,0.149
2026-03-21,haiku-only,AUD,CAD,0.2008,-0.02,0.1104
2026-03-21,haiku-only,USD,CAD,0.1868,-0.02,0.1034
2026-03-21,haiku-only,CHF,CAD,0.1588,-0.02,0.0894
2026-03-21,haiku-only,EUR,CAD,0.0672,-0.02,0.0436
2026-03-21,haiku-only,SEK,CAD,0.0491,-0.02,0.0345
2026-03-21,haiku-only,GBP,CAD,0.04,-0.02,0.03
2026-03-21,haiku-only,CNY,CAD,0.0364,-0.02,0.0282
2026-03-22,combinator-standard,NOK,JPY,0.35,-0.2616,0.3058
2026-03-22,combinator-standard,MXN,JPY,0.2019,-0.2616,0.2317
2026-03-22,combinator-standard,AUD,JPY,0.1615,-0.2616,0.2116
2026-03-22,combinator-standard,EUR,JPY,0.1215,-0.2616,0.1916
2026-03-22,combinator-standard,USD,JPY,0.1189,-0.2616,0.1903
2026-03-22,combinator-standard,GBP,JPY,0.0386,-0.2616,0.1501
2026-03-22,combinator-standard,SEK,JPY,0.0304,-0.2616,0.146
2026-03-22,combinator-standard,CNY,JPY,0.0227,-0.2616,0.1422
2026-03-22,combinator-standard,CHF,JPY,0.0187,-0.2616,0.1401
2026-03-22,combinator-standard,CAD,JPY,0.0178,-0.2616,0.1397
2026-03-22,haiku-only,NOK,JPY,0.35,-0.2616,0.3058
2026-03-22,haiku-only,MXN,JPY,0.2828,-0.2616,0.2722
2026-03-22,haiku-only,AUD,JPY,0.2008,-0.2616,0.2312
2026-03-22,haiku-only,USD,JPY,0.1571,-0.2616,0.2093
2026-03-22,haiku-only,EUR,JPY,0.1339,-0.2616,0.1977
2026-03-22,haiku-only,CNY,JPY,0.0681,-0.2616,0.1648
2026-03-22,haiku-only,CHF,JPY,0.053,-0.2616,0.1573
2026-03-22,haiku-only,SEK,JPY,0.0491,-0.2616,0.1553
2026-03-22,haiku-only,GBP,JPY,0.04,-0.2616,0.1508
2026-03-22,haiku-only,CAD,JPY,0.0307,-0.2616,0.1462
2026-03-23,combinator-standard,NOK,JPY,0.35,-0.2616,0.3058
2026-03-23,combinator-standard,MXN,JPY,0.2019,-0.2616,0.2317
2026-03-23,combinator-standard,AUD,JPY,0.1648,-0.2616,0.2132
2026-03-23,combinator-standard,USD,JPY,0.1505,-0.2616,0.2061
2026-03-23,combinator-standard,EUR,JPY,0.1375,-0.2616,0.1995
2026-03-23,combinator-standard,GBP,JPY,0.0643,-0.2616,0.1629
2026-03-23,combinator-standard,SEK,JPY,0.0304,-0.2616,0.146
2026-03-23,combinator-standard,CNY,JPY,0.0227,-0.2616,0.1422
2026-03-23,combinator-standard,CHF,JPY,0.0187,-0.2616,0.1401
2026-03-23,combinator-standard,CAD,JPY,0.0178,-0.2616,0.1397
2026-03-23,haiku-only,NOK,JPY,0.35,-0.2616,0.3058
2026-03-23,haiku-only,MXN,JPY,0.2828,-0.2616,0.2722
2026-03-23,haiku-only,AUD,JPY,0.2392,-0.2616,0.2504
2026-03-23,haiku-only,USD,JPY,0.2009,-0.2616,0.2313
2026-03-23,haiku-only,EUR,JPY,0.1538,-0.2616,0.2077
2026-03-23,haiku-only,GBP,JPY,0.0809,-0.2616,0.1713
2026-03-23,haiku-only,CNY,JPY,0.0681,-0.2616,0.1648
2026-03-23,haiku-only,CHF,JPY,0.053,-0.2616,0.1573
2026-03-23,haiku-only,SEK,JPY,0.0491,-0.2616,0.1553
2026-03-23,haiku-only,CAD,JPY,0.0307,-0.2616,0.1462
2026-03-24,combinator-standard,GBP,JPY,0.263,-0.16,0.2115
2026-03-24,combinator-standard,MXN,JPY,0.2019,-0.16,0.1809
2026-03-24,combinator-standard,EUR,JPY,0.1548,-0.16,0.1574
2026-03-24,combinator-standard,USD,JPY,0.1364,-0.16,0.1482
2026-03-24,combinator-standard,CAD,JPY,0.0689,-0.16,0.1144
2026-03-24,combinator-standard,CNY,JPY,0.0432,-0.16,0.1016
2026-03-24,combinator-standard,SEK,JPY,0.0304,-0.16,0.0952
2026-03-24,combinator-standard,AUD,JPY,0.0221,-0.16,0.0911
2026-03-24,haiku-only,GBP,JPY,0.354,-0.232,0.293
2026-03-24,haiku-only,MXN,JPY,0.2828,-0.232,0.2574
2026-03-24,haiku-only,EUR,JPY,0.1946,-0.232,0.2133
2026-03-24,haiku-only,USD,JPY,0.1791,-0.232,0.2056
2026-03-24,haiku-only,CNY,JPY,0.0988,-0.232,0.1654
2026-03-24,haiku-only,CAD,JPY,0.0958,-0.232,0.1639
2026-03-24,haiku-only,CHF,JPY,0.0884,-0.232,0.1602
2026-03-24,haiku-only,AUD,JPY,0.065,-0.232,0.1485
2026-03-24,haiku-only,SEK,JPY,0.0491,-0.232,0.1406
2026-03-25,combinator-standard,GBP,JPY,0.2573,-0.1082,0.1827
2026-03-25,combinator-standard,MXN,JPY,0.2019,-0.1082,0.155
2026-03-25,combinator-standard,EUR,JPY,0.1753,-0.1082,0.1417
2026-03-25,combinator-standard,GBP,SEK,0.2573,-0.026,0.1416
2026-03-25,combinator-standard,MXN,SEK,0.2019,-0.026,0.1139
2026-03-25,combinator-standard,USD,JPY,0.1145,-0.1082,0.1113
2026-03-25,combinator-standard,EUR,SEK,0.1753,-0.026,0.1006
2026-03-25,combinator-standard,CNY,JPY,0.0654,-0.1082,0.0868
2026-03-25,combinator-standard,USD,SEK,0.1145,-0.026,0.0702
2026-03-25,combinator-standard,CAD,JPY,0.0296,-0.1082,0.0689
2026-03-25,combinator-standard,AUD,JPY,0.0113,-0.1082,0.0597
2026-03-25,combinator-standard,CNY,SEK,0.0654,-0.026,0.0457
2026-03-25,combinator-standard,CAD,SEK,0.0296,-0.026,0.0278
2026-03-25,combinator-standard,AUD,SEK,0.0113,-0.026,0.0186
2026-03-25,haiku-only,GBP,JPY,0.3409,-0.1233,0.2321
2026-03-25,haiku-only,MXN,JPY,0.2828,-0.1233,0.2031
2026-03-25,haiku-only,GBP,SEK,0.3409,-0.0354,0.1881
2026-03-25,haiku-only,EUR,JPY,0.2317,-0.1233,0.1775
2026-03-25,haiku-only,MXN,SEK,0.2828,-0.0354,0.1591
2026-03-25,haiku-only,USD,JPY,0.1465,-0.1233,0.1349
2026-03-25,haiku-only,EUR,SEK,0.2317,-0.0354,0.1336
2026-03-25,haiku-only,CNY,JPY,0.1321,-0.1233,0.1277
2026-03-25,haiku-only,CAD,JPY,0.0944,-0.1233,0.1089
2026-03-25,haiku-only,CHF,JPY,0.0884,-0.1233,0.1058
2026-03-25,haiku-only,AUD,JPY,0.0761,-0.1233,0.0997
2026-03-25,haiku-only,USD,SEK,0.1465,-0.0354,0.091
2026-03-25,haiku-only,CNY,SEK,0.1321,-0.0354,0.0837
2026-03-25,haiku-only,CAD,SEK,0.0944,-0.0354,0.0649
2026-03-25,haiku-only,CHF,SEK,0.0884,-0.0354,0.0619
2026-03-25,haiku-only,AUD,SEK,0.0761,-0.0354,0.0558
2026-03-26,combinator-standard,MXN,SEK,0.2019,-0.1792,0.1905
2026-03-26,combinator-standard,CAD,SEK,0.2003,-0.1792,0.1898
2026-03-26,combinator-standard,NOK,SEK,0.1744,-0.1792,0.1768
2026-03-26,combinator-standard,MXN,JPY,0.2019,-0.1496,0.1757
2026-03-26,combinator-standard,CAD,JPY,0.2003,-0.1496,0.175
2026-03-26,combinator-standard,NOK,JPY,0.1744,-0.1496,0.162
2026-03-26,combinator-standard,GBP,SEK,0.1393,-0.1792,0.1592
2026-03-26,combinator-standard,USD,SEK,0.1283,-0.1792,0.1537
2026-03-26,combinator-standard,GBP,JPY,0.1393,-0.1496,0.1444
2026-03-26,combinator-standard,USD,JPY,0.1283,-0.1496,0.1389
2026-03-26,combinator-standard,EUR,SEK,0.0976,-0.1792,0.1384
2026-03-26,combinator-standard,CHF,SEK,0.0915,-0.1792,0.1353
2026-03-26,combinator-standard,EUR,JPY,0.0976,-0.1496,0.1236
2026-03-26,combinator-standard,CHF,JPY,0.0915,-0.1496,0.1205
2026-03-26,combinator-standard,CNY,SEK,0.0383,-0.1792,0.1087
2026-03-26,combinator-standard,CNY,JPY,0.0383,-0.1496,0.0939
2026-03-26,haiku-only,MXN,SEK,0.2828,-0.2875,0.2852
2026-03-26,haiku-only,CAD,SEK,0.2687,-0.2875,0.2781
2026-03-26,haiku-only,NOK,SEK,0.2652,-0.2875,0.2763
2026-03-26,haiku-only,CHF,SEK,0.1761,-0.2875,0.2318
2026-03-26,haiku-only,GBP,SEK,0.165,-0.2875,0.2263
2026-03-26,haiku-only,MXN,JPY,0.2828,-0.1657,0.2243
2026-03-26,haiku-only,USD,SEK,0.1576,-0.2875,0.2225
2026-03-26,haiku-only,CAD,JPY,0.2687,-0.1657,0.2172
2026-03-26,haiku-only,NOK,JPY,0.2652,-0.1657,0.2154
2026-03-26,haiku-only,EUR,SEK,0.126,-0.2875,0.2067
2026-03-26,haiku-only,AUD,SEK,0.1013,-0.2875,0.1944
2026-03-26,haiku-only,CNY,SEK,0.0574,-0.2875,0.1724
2026-03-26,haiku-only,CHF,JPY,0.1761,-0.1657,0.1709
2026-03-26,haiku-only,GBP,JPY,0.165,-0.1657,0.1653
2026-03-26,haiku-only,USD,JPY,0.1576,-0.1657,0.1616
2026-03-26,haiku-only,EUR,JPY,0.126,-0.1657,0.1458
2026-03-26,haiku-only,AUD,JPY,0.1013,-0.1657,0.1335
2026-03-26,haiku-only,CNY,JPY,0.0574,-0.1657,0.1115
2026-03-27,combinator-standard,NOK,SEK,0.3573,-0.194,0.2757
2026-03-27,combinator-standard,NOK,JPY,0.3573,-0.0935,0.2254
2026-03-27,combinator-standard,MXN,SEK,0.2019,-0.194,0.1979
2026-03-27,combinator-standard,USD,SEK,0.1509,-0.194,0.1725
2026-03-27,combinator-standard,CAD,SEK,0.1473,-0.194,0.1707
2026-03-27,combinator-standard,GBP,SEK,0.1372,-0.194,0.1656
2026-03-27,combinator-standard,MXN,JPY,0.2019,-0.0935,0.1477
2026-03-27,combinator-standard,CHF,SEK,0.0915,-0.194,0.1427
2026-03-27,combinator-standard,EUR,SEK,0.0772,-0.194,0.1356
2026-03-27,combinator-standard,USD,JPY,0.1509,-0.0935,0.1222
2026-03-27,combinator-standard,CNY,SEK,0.0493,-0.194,0.1217
2026-03-27,combinator-standard,CAD,JPY,0.1473,-0.0935,0.1204
2026-03-27,combinator-standard,GBP,JPY,0.1372,-0.0935,0.1153
2026-03-27,combinator-standard,AUD,SEK,0.0154,-0.194,0.1047
2026-03-27,combinator-standard,CHF,JPY,0.0915,-0.0935,0.0925
2026-03-27,combinator-standard,EUR,JPY,0.0772,-0.0935,0.0853
2026-03-27,combinator-standard,CNY,JPY,0.0493,-0.0935,0.0714
2026-03-27,combinator-standard,AUD,JPY,0.0154,-0.0935,0.0544
2026-03-27,haiku-only,NOK,SEK,0.52,-0.2875,0.4037
2026-03-27,haiku-only,NOK,JPY,0.52,-0.1012,0.3106
2026-03-27,haiku-only,MXN,SEK,0.2828,-0.2875,0.2852
2026-03-27,haiku-only,CAD,SEK,0.215,-0.2875,0.2512
2026-03-27,haiku-only,USD,SEK,0.186,-0.2875,0.2367
2026-03-27,haiku-only,GBP,SEK,0.1762,-0.2875,0.2319
2026-03-27,haiku-only,CHF,SEK,0.1761,-0.2875,0.2318
2026-03-27,haiku-only,AUD,SEK,0.1256,-0.2875,0.2065
2026-03-27,haiku-only,EUR,SEK,0.0968,-0.2875,0.1921
2026-03-27,haiku-only,MXN,JPY,0.2828,-0.1012,0.192
2026-03-27,haiku-only,CNY,SEK,0.0425,-0.2875,0.165
2026-03-27,haiku-only,CAD,JPY,0.215,-0.1012,0.1581
2026-03-27,haiku-only,USD,JPY,0.186,-0.1012,0.1436
2026-03-27,haiku-only,GBP,JPY,0.1762,-0.1012,0.1387
2026-03-27,haiku-only,CHF,JPY,0.1761,-0.1012,0.1386
2026-03-27,haiku-only,AUD,JPY,0.1256,-0.1012,0.1134
2026-03-27,haiku-only,EUR,JPY,0.0968,-0.1012,0.099
2026-03-27,haiku-only,CNY,JPY,0.0425,-0.1012,0.0718
2026-03-28,combinator-standard,NOK,SEK,0.3698,-0.194,0.2819
2026-03-28,combinator-standard,CHF,SEK,0.3041,-0.194,0.2491
2026-03-28,combinator-standard,MXN,SEK,0.2828,-0.194,0.2384
2026-03-28,combinator-standard,NOK,JPY,0.3698,-0.1066,0.2382
2026-03-28,combinator-standard,CHF,JPY,0.3041,-0.1066,0.2054
2026-03-28,combinator-standard,MXN,JPY,0.2828,-0.1066,0.1947
2026-03-28,combinator-standard,GBP,SEK,0.1873,-0.194,0.1907
2026-03-28,combinator-standard,NOK,CNY,0.3698,-0.0113,0.1905
2026-03-28,combinator-standard,USD,SEK,0.1256,-0.194,0.1598
2026-03-28,combinator-standard,CHF,CNY,0.3041,-0.0113,0.1577
2026-03-28,combinator-standard,EUR,SEK,0.1121,-0.194,0.1531
2026-03-28,combinator-standard,CAD,SEK,0.1112,-0.194,0.1526
2026-03-28,combinator-standard,GBP,JPY,0.1873,-0.1066,0.147
2026-03-28,combinator-standard,MXN,CNY,0.2828,-0.0113,0.147
2026-03-28,combinator-standard,USD,JPY,0.1256,-0.1066,0.1161
2026-03-28,combinator-standard,AUD,SEK,0.0368,-0.194,0.1154
2026-03-28,combinator-standard,EUR,JPY,0.1121,-0.1066,0.1094
2026-03-28,combinator-standard,CAD,JPY,0.1112,-0.1066,0.1089
2026-03-28,combinator-standard,GBP,CNY,0.1873,-0.0113,0.0993
2026-03-28,combinator-standard,AUD,JPY,0.0368,-0.1066,0.0717
2026-03-28,combinator-standard,USD,CNY,0.1256,-0.0113,0.0685
2026-03-28,combinator-standard,EUR,CNY,0.1121,-0.0113,0.0617
2026-03-28,combinator-standard,CAD,CNY,0.1112,-0.0113,0.0613
2026-03-28,combinator-standard,AUD,CNY,0.0368,-0.0113,0.024
2026-03-28,haiku-only,NOK,SEK,0.52,-0.2875,0.4037
2026-03-28,haiku-only,NOK,JPY,0.52,-0.1012,0.3106
2026-03-28,haiku-only,CHF,SEK,0.3041,-0.2875,0.2958
2026-03-28,haiku-only,MXN,SEK,0.2828,-0.2875,0.2852
2026-03-28,haiku-only,NOK,CNY,0.52,-0.0432,0.2816
2026-03-28,haiku-only,GBP,SEK,0.2475,-0.2875,0.2675
2026-03-28,haiku-only,CAD,SEK,0.1625,-0.2875,0.225
2026-03-28,haiku-only,USD,SEK,0.1552,-0.2875,0.2213
2026-03-28,haiku-only,AUD,SEK,0.1418,-0.2875,0.2147
2026-03-28,haiku-only,EUR,SEK,0.1343,-0.2875,0.2109
2026-03-28,haiku-only,CHF,JPY,0.3041,-0.1012,0.2026
2026-03-28,haiku-only,MXN,JPY,0.2828,-0.1012,0.192
2026-03-28,haiku-only,GBP,JPY,0.2475,-0.1012,0.1744
2026-03-28,haiku-only,CHF,CNY,0.3041,-0.0432,0.1736
2026-03-28,haiku-only,MXN,CNY,0.2828,-0.0432,0.163
2026-03-28,haiku-only,GBP,CNY,0.2475,-0.0432,0.1454
2026-03-28,haiku-only,CAD,JPY,0.1625,-0.1012,0.1318
2026-03-28,haiku-only,USD,JPY,0.1552,-0.1012,0.1282
2026-03-28,haiku-only,AUD,JPY,0.1418,-0.1012,0.1215
2026-03-28,haiku-only,EUR,JPY,0.1343,-0.1012,0.1177
2026-03-28,haiku-only,CAD,CNY,0.1625,-0.0432,0.1028
2026-03-28,haiku-only,USD,CNY,0.1552,-0.0432,0.0992
2026-03-28,haiku-only,AUD,CNY,0.1418,-0.0432,0.0925
2026-03-28,haiku-only,EUR,CNY,0.1343,-0.0432,0.0887
2026-03-30,combinator-standard,NOK,CNY,0.52,-0.3995,0.4597
2026-03-30,combinator-standard,CHF,CNY,0.3041,-0.3995,0.3518
2026-03-30,combinator-standard,JPY,CNY,0.2767,-0.3995,0.3381
2026-03-30,combinator-standard,NOK,GBP,0.52,-0.0283,0.2742
2026-03-30,combinator-standard,EUR,CNY,0.1233,-0.3995,0.2614
2026-03-30,combinator-standard,CAD,CNY,0.0569,-0.3995,0.2282
2026-03-30,combinator-standard,USD,CNY,0.0219,-0.3995,0.2107
2026-03-30,combinator-standard,AUD,CNY,0.0195,-0.3995,0.2095
2026-03-30,combinator-standard,CHF,GBP,0.3041,-0.0283,0.1662
2026-03-30,combinator-standard,JPY,GBP,0.2767,-0.0283,0.1525
2026-03-30,combinator-standard,EUR,GBP,0.1233,-0.0283,0.0758
2026-03-30,combinator-standard,CAD,GBP,0.0569,-0.0283,0.0426
2026-03-30,combinator-standard,USD,GBP,0.0219,-0.0283,0.0251
2026-03-30,combinator-standard,AUD,GBP,0.0195,-0.0283,0.0239
2026-03-30,haiku-only,NOK,CNY,0.52,-0.5492,0.5346
2026-03-30,haiku-only,JPY,CNY,0.3925,-0.5492,0.4708
2026-03-30,haiku-only,CHF,CNY,0.3041,-0.5492,0.4266
2026-03-30,haiku-only,EUR,CNY,0.1544,-0.5492,0.3518
2026-03-30,haiku-only,CAD,CNY,0.1286,-0.5492,0.3389
2026-03-30,haiku-only,AUD,CNY,0.0575,-0.5492,0.3034
2026-03-30,haiku-only,USD,CNY,0.0485,-0.5492,0.2989
2026-03-30,haiku-only,NOK,GBP,0.52,-0.03,0.275
2026-03-30,haiku-only,JPY,GBP,0.3925,-0.03,0.2112
2026-03-30,haiku-only,CHF,GBP,0.3041,-0.03,0.167
2026-03-30,haiku-only,EUR,GBP,0.1544,-0.03,0.0922
2026-03-30,haiku-only,CAD,GBP,0.1286,-0.03,0.0793
2026-03-30,haiku-only,AUD,GBP,0.0575,-0.03,0.0437
2026-03-30,haiku-only,USD,GBP,0.0485,-0.03,0.0393
2026-03-31,combinator-standard,CHF,GBP,0.2597,-0.427,0.3434
2026-03-31,combinator-standard,NOK,GBP,0.1973,-0.427,0.3122
2026-03-31,combinator-standard,EUR,GBP,0.1303,-0.427,0.2787
2026-03-31,combinator-standard,AUD,GBP,0.1233,-0.427,0.2752
2026-03-31,combinator-standard,JPY,GBP,0.1013,-0.427,0.2642
2026-03-31,combinator-standard,CHF,CNY,0.2597,-0.2557,0.2577
2026-03-31,combinator-standard,USD,GBP,0.0321,-0.427,0.2296
2026-03-31,combinator-standard,NOK,CNY,0.1973,-0.2557,0.2265
2026-03-31,combinator-standard,EUR,CNY,0.1303,-0.2557,0.193
2026-03-31,combinator-standard,AUD,CNY,0.1233,-0.2557,0.1895
2026-03-31,combinator-standard,JPY,CNY,0.1013,-0.2557,0.1785
2026-03-31,combinator-standard,CHF,CAD,0.2597,-0.0559,0.1578
2026-03-31,combinator-standard,USD,CNY,0.0321,-0.2557,0.1439
2026-03-31,combinator-standard,NOK,CAD,0.1973,-0.0559,0.1266
2026-03-31,combinator-standard,EUR,CAD,0.1303,-0.0559,0.0931
2026-03-31,combinator-standard,AUD,CAD,0.1233,-0.0559,0.0896
2026-03-31,combinator-standard,JPY,CAD,0.1013,-0.0559,0.0786
2026-03-31,combinator-standard,USD,CAD,0.0321,-0.0559,0.044
2026-03-31,haiku-only,CHF,GBP,0.3695,-0.5875,0.4785
2026-03-31,haiku-only,NOK,GBP,0.276,-0.5875,0.4318
2026-03-31,haiku-only,AUD,GBP,0.19,-0.5875,0.3888
2026-03-31,haiku-only,EUR,GBP,0.1858,-0.5875,0.3866
2026-03-31,haiku-only,CHF,CNY,0.3695,-0.3807,0.3751
2026-03-31,haiku-only,JPY,GBP,0.14,-0.5875,0.3638
2026-03-31,haiku-only,NOK,CNY,0.276,-0.3807,0.3284
2026-03-31,haiku-only,USD,GBP,0.0461,-0.5875,0.3168
2026-03-31,haiku-only,AUD,CNY,0.19,-0.3807,0.2853
2026-03-31,haiku-only,EUR,CNY,0.1858,-0.3807,0.2833
2026-03-31,haiku-only,JPY,CNY,0.14,-0.3807,0.2603
2026-03-31,haiku-only,CHF,CAD,0.3695,-0.0714,0.2205
2026-03-31,haiku-only,USD,CNY,0.0461,-0.3807,0.2134
2026-03-31,haiku-only,NOK,CAD,0.276,-0.0714,0.1737
2026-03-31,haiku-only,AUD,CAD,0.19,-0.0714,0.1307
2026-03-31,haiku-only,EUR,CAD,0.1858,-0.0714,0.1286
2026-03-31,haiku-only,JPY,CAD,0.14,-0.0714,0.1057
2026-03-31,haiku-only,USD,CAD,0.0461,-0.0714,0.0588
2026-04-01,combinator-standard,AUD,CAD,0.2052,-0.345,0.2751
2026-04-01,combinator-standard,NOK,CAD,0.1973,-0.345,0.2712
2026-04-01,combinator-standard,EUR,CAD,0.1828,-0.345,0.2639
2026-04-01,combinator-standard,CHF,CAD,0.1789,-0.345,0.2619
2026-04-01,combinator-standard,JPY,CAD,0.1749,-0.345,0.26
2026-04-01,combinator-standard,AUD,GBP,0.2052,-0.1693,0.1872
2026-04-01,combinator-standard,NOK,GBP,0.1973,-0.1693,0.1833
2026-04-01,combinator-standard,EUR,GBP,0.1828,-0.1693,0.1761
2026-04-01,combinator-standard,CHF,GBP,0.1789,-0.1693,0.1741
2026-04-01,combinator-standard,JPY,GBP,0.1749,-0.1693,0.1721
2026-04-01,combinator-standard,AUD,CNY,0.2052,-0.12,0.1626
2026-04-01,combinator-standard,NOK,CNY,0.1973,-0.12,0.1587
2026-04-01,combinator-standard,EUR,CNY,0.1828,-0.12,0.1514
2026-04-01,combinator-standard,CHF,CNY,0.1789,-0.12,0.1494
2026-04-01,combinator-standard,JPY,CNY,0.1749,-0.12,0.1474
2026-04-01,combinator-standard,AUD,USD,0.2052,-0.0839,0.1446
2026-04-01,combinator-standard,NOK,USD,0.1973,-0.0839,0.1406
2026-04-01,combinator-standard,EUR,USD,0.1828,-0.0839,0.1334
2026-04-01,combinator-standard,CHF,USD,0.1789,-0.0839,0.1314
2026-04-01,combinator-standard,JPY,USD,0.1749,-0.0839,0.1294
2026-04-01,haiku-only,AUD,CAD,0.2824,-0.51,0.3962
2026-04-01,haiku-only,NOK,CAD,0.276,-0.51,0.393
2026-04-01,haiku-only,EUR,CAD,0.2501,-0.51,0.38
2026-04-01,haiku-only,CHF,CAD,0.24,-0.51,0.375
2026-04-01,haiku-only,JPY,CAD,0.2244,-0.51,0.3672
2026-04-01,haiku-only,AUD,GBP,0.2824,-0.2625,0.2724
2026-04-01,haiku-only,NOK,GBP,0.276,-0.2625,0.2692
2026-04-01,haiku-only,EUR,GBP,0.2501,-0.2625,0.2563
2026-04-01,haiku-only,CHF,GBP,0.24,-0.2625,0.2512
2026-04-01,haiku-only,JPY,GBP,0.2244,-0.2625,0.2434
2026-04-01,haiku-only,AUD,CNY,0.2824,-0.1921,0.2372
2026-04-01,haiku-only,NOK,CNY,0.276,-0.1921,0.2341
2026-04-01,haiku-only,EUR,CNY,0.2501,-0.1921,0.2211
2026-04-01,haiku-only,CHF,CNY,0.24,-0.1921,0.216
2026-04-01,haiku-only,JPY,CNY,0.2244,-0.1921,0.2082
2026-04-01,haiku-only,AUD,USD,0.2824,-0.0894,0.1859
2026-04-01,haiku-only,NOK,USD,0.276,-0.0894,0.1827
2026-04-01,haiku-only,EUR,USD,0.2501,-0.0894,0.1697
2026-04-01,haiku-only,CHF,USD,0.24,-0.0894,0.1647
2026-04-01,haiku-only,JPY,USD,0.2244,-0.0894,0.1569
2026-04-02,combinator-standard,CHF,CAD,0.267,-0.3417,0.3043
2026-04-02,combinator-standard,AUD,CAD,0.2204,-0.3417,0.281
2026-04-02,combinator-standard,NOK,CAD,0.1819,-0.3417,0.2618
2026-04-02,combinator-standard,JPY,CAD,0.1575,-0.3417,0.2496
2026-04-02,combinator-standard,EUR,CAD,0.1269,-0.3417,0.2343
2026-04-02,combinator-standard,CHF,GBP,0.267,-0.12,0.1935
2026-04-02,combinator-standard,CHF,CNY,0.267,-0.1158,0.1914
2026-04-02,combinator-standard,AUD,GBP,0.2204,-0.12,0.1702
2026-04-02,combinator-standard,AUD,CNY,0.2204,-0.1158,0.1681
2026-04-02,combinator-standard,NOK,GBP,0.1819,-0.12,0.151
2026-04-02,combinator-standard,CHF,USD,0.267,-0.034,0.1505
2026-04-02,combinator-standard,NOK,CNY,0.1819,-0.1158,0.1489
2026-04-02,combinator-standard,JPY,GBP,0.1575,-0.12,0.1387
2026-04-02,combinator-standard,JPY,CNY,0.1575,-0.1158,0.1367
2026-04-02,combinator-standard,AUD,USD,0.2204,-0.034,0.1272
2026-04-02,combinator-standard,EUR,GBP,0.1269,-0.12,0.1235
2026-04-02,combinator-standard,EUR,CNY,0.1269,-0.1158,0.1214
2026-04-02,combinator-standard,NOK,USD,0.1819,-0.034,0.1079
2026-04-02,combinator-standard,JPY,USD,0.1575,-0.034,0.0957
2026-04-02,combinator-standard,EUR,USD,0.1269,-0.034,0.0805
2026-04-02,haiku-only,CHF,CAD,0.3629,-0.5125,0.4377
2026-04-02,haiku-only,AUD,CAD,0.3033,-0.5125,0.4079
2026-04-02,haiku-only,JPY,CAD,0.2,-0.5125,0.3562
2026-04-02,haiku-only,NOK,CAD,0.1819,-0.5125,0.3472
2026-04-02,haiku-only,EUR,CAD,0.1585,-0.5125,0.3355
2026-04-02,haiku-only,CHF,GBP,0.3629,-0.205,0.2839
2026-04-02,haiku-only,CHF,CNY,0.3629,-0.1921,0.2775
2026-04-02,haiku-only,AUD,GBP,0.3033,-0.205,0.2541
2026-04-02,haiku-only,AUD,CNY,0.3033,-0.1921,0.2477
2026-04-02,haiku-only,JPY,GBP,0.2,-0.205,0.2025
2026-04-02,haiku-only,CHF,USD,0.3629,-0.0406,0.2017
2026-04-02,haiku-only,JPY,CNY,0.2,-0.1921,0.1961
2026-04-02,haiku-only,NOK,GBP,0.1819,-0.205,0.1935
2026-04-02,haiku-only,NOK,CNY,0.1819,-0.1921,0.187
2026-04-02,haiku-only,EUR,GBP,0.1585,-0.205,0.1817
2026-04-02,haiku-only,EUR,CNY,0.1585,-0.1921,0.1753
2026-04-02,haiku-only,AUD,USD,0.3033,-0.0406,0.1719
2026-04-02,haiku-only,JPY,USD,0.2,-0.0406,0.1203
2026-04-02,haiku-only,NOK,USD,0.1819,-0.0406,0.1113
2026-04-02,haiku-only,EUR,USD,0.1585,-0.0406,0.0995
2026-04-04,combinator-standard,JPY,NOK,0.3286,-0.35,0.3393
