date,strategy_id,eur_value,usd_value,gbp_value,jpy_value,chf_value,aud_value,cad_value,nok_value,sek_value,cny_value,mxn_value,eur_pct_change,usd_pct_change,gbp_pct_change,jpy_pct_change,chf_pct_change,aud_pct_change,cad_pct_change,nok_pct_change,sek_pct_change,cny_pct_change,mxn_pct_change,avg_pct_change,value
2026-02-24,momentum-T4-size25,1099.8774188811,1296.0288222627998,960.1855902334,200865.41622460028,1004.7304052038,1833.8275289699,1775.6663596707,12395.3180906882,11749.4459899172,8938.6774334232,22359.323728166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24,momentum-T4-size50,1099.7577830299,1295.8875244765,960.0808679015,200843.53710883297,1004.6209583469001,1833.6279790492,1775.4728989338003,12393.9681756399,11748.166113194202,8937.7038882735,22356.8882893647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24,momentum-T6-size5,1099.9688368236002,1296.1368678124,960.2656774764,200882.1419524808,1004.814075614,1833.9800342707997,1775.8142621477,12396.349996488301,11750.424419513,8939.4216485086,22361.1855191736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24,momentum-T6-size10,1099.9323426452002,1296.0937818901,960.2337470131001,200875.46936287681,1004.7806994386001,1833.9191709074998,1775.7552627932002,12395.9382980698,11750.0340905501,8939.1247373972,22360.4427684348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24,momentum-T6-size25,1099.8266109648,1295.9689637812,960.1412472613,200856.1384860636,1004.6840060449002,1833.7428379231999,1775.5843400267,12394.745574375098,11748.9032877053,8938.26456483,22358.2909759392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24,momentum-T6-size50,1099.6626522787,1295.7754443337,959.9978393091,200826.16551486548,1004.5340785455,1833.4694027538999,1775.3193260028004,12392.896197613802,11747.149960320501,8936.9308345686,22354.954569442398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-25,momentum-T1-size5,1101.3597854805,1298.1919590259001,960.7581133816002,201963.6025371048,1003.7176918923999,1832.0864785490003,1777.4670232427998,12396.0783010318,11722.7684620622,8921.3619491268,22295.610382403902,0.12388441957035982,0.15597859726899063,0.04870643147875569,0.5357720747687008,-0.11168007471749931,-0.1058124924310336,0.09049759881618202,-0.004760991036811698,-0.23792533415025788,-0.2045874948943497,-0.2958165751552771,-0.0005221673165672953,0.9999947783268344
2026-02-25,momentum-T1-size10,1101.340470441,1298.1691904249,960.7412598589001,201960.0604649914,1003.7000881496999,1832.0543488896,1777.4358509072,12395.8608913298,11722.5628663074,8921.2054799972,22295.2193611208,0.12293098213240043,0.15502478743736053,0.04775332480412791,0.5348146448944343,-0.11263133863530116,-0.10676369372202353,0.08954448218242624,-0.005713313411552909,-0.2388753850313273,-0.2055379203703026,-0.2967660759850651,-0.0014745005186202929,0.9999852549948138
2026-02-25,momentum-T1-size25,1101.2823753751,1298.1007078776,960.6905684864,201949.40675191252,1003.6471402688001,1831.9577104771001,1777.3420919039,12395.2069745354,11721.9444830234,8920.734857991501,22294.043261790503,0.12008233338005309,0.15217502555640916,0.04490565982499527,0.5319540669974104,-0.11547349408300175,-0.10960566078175871,0.08669679218598146,-0.00855863179771425,-0.24171391607121917,-0.20837757134071228,-0.2996029636250776,-0.004319850886784942,0.9999568014911322
2026-02-25,momentum-T1-size50,1101.1857103453,1297.9867589865,960.606222509,201931.6799182514,1003.5590396876,1831.7969127458002,1777.1860852475997,12394.118914943601,11720.9155480858,8919.951784675399,22292.0863368407,0.11532644770203605,0.14741728170751056,0.04015141947258013,0.5271782657259643,-0.12021853867510798,-0.11435039164256346,0.0819425069209848,-0.013308956618389938,-0.24645290970230618,-0.21311843422842391,-0.3043392135361341,-0.009070229352168153,0.9999092977064783
2026-02-25,momentum-T2-size5,1101.3418304544002,1298.1707921052002,960.7424426778998,201960.30924409252,1003.7013262056998,1832.0566016875,1777.4380405619,12395.8761621544,11722.5773088124,8921.2164700309,22295.246818601,0.12280088977971604,0.15489451095136142,0.04762289902366762,0.5346837074676062,-0.11276127630090937,-0.10689401502131789,0.08941412763453638,-0.005843538642395641,-0.23900530053831684,-0.2056678962473813,-0.29689595377554145,-0.0016047132426340695,0.9999839528675737
2026-02-25,momentum-T2-size10,1101.3048973503,1298.1272538535002,960.7102126176999,201953.5356913509,1003.6676639362,1831.9951559496,1777.3784295142,12395.4604075906,11722.1841475738,8920.917252364501,22294.499057340203,0.12079238368813364,0.1528850913372357,0.04561472281239037,0.532666499306027,-0.11476534104431375,-0.10889832955681453,0.08740600012438202,-0.007849972431982962,-0.24100694948449422,-0.20767034325403338,-0.29889648028570365,-0.003611156253561252,0.9999638884374644
2026-02-25,momentum-T2-size25,1101.1971393401,1298.000224451,960.6161768084999,201933.77286502303,1003.5694492257999,1831.8158794028002,1777.2045055823,12394.2473830316,11721.037042213502,8920.0442412208,22292.317355546602,0.11495943995822222,0.1470495050993085,0.039782761974008964,0.5268083054975031,-0.12058537529106184,-0.11471905948728775,0.08157417886412228,-0.013676877772773433,-0.24681995832684092,-0.21348566995201437,-0.3047062266805705,-0.009438088737943977,0.9999056191126205
2026-02-25,momentum-T2-size50,1101.0268459151,1297.7994764231998,960.4675704756,201902.5412494199,1003.4142379351999,1831.5325660190001,1776.9296497590997,12392.3304143788,11719.2242464109,8918.6646031761,22288.8695676143,0.10582963188786117,0.1379156044449478,0.030654607881401903,0.5176390620006365,-0.12969493075945215,-0.12382959894711024,0.07244621472087082,-0.02279715189562128,-0.25591848161289166,-0.22258781862547267,-0.3137996331168411,-0.01855840854742463,0.9998144159145258
2026-02-25,momentum-T4-size5,1101.3084735950001,1298.1315407247998,960.7133607615999,201954.19819896764,1003.6709859051999,1832.0011051471004,1777.3842700045998,12395.501109032999,11722.2226075744,8920.9465073765,22294.572161684202,0.12081304955722207,0.15291801463331775,0.04564623136782088,0.5326947932781619,-0.1147342647551606,-0.10887658780662371,0.08743543444152677,-0.007822048027492888,-0.240978678079751,-0.2076426678298915,-0.2988686009537414,-0.0035832112886010573,0.999964167887114
2026-02-25,momentum-T4-size10,1101.2398948986,1298.05076549,960.6535410571,201941.6272044528,1003.6085406029,1831.8870103712002,1777.2736478504,12394.729548468302,11721.492947476201,8920.391180672,22293.1843650309,0.11695252204268584,0.1490674742738004,0.041796724453553924,0.528824775591509,-0.1185762183315327,-0.11272796818143584,0.0835840564421161,-0.011671606064562983,-0.24481865728808658,-0.21148476317526596,-0.3027067875315355,-0.007432767978977661,0.9999256723202102
2026-02-25,momentum-T4-size25,1101.0465557118,1297.8230369084001,960.4848943565999,201906.1864404916,1003.4324895013,1831.5653541812,1776.9617756080997,12392.554324416,11719.435853087702,8918.825576801,22289.2718243849,0.10629701188785963,0.13843940927699977,0.031171486663017247,0.5181430608878833,-0.12918049416816377,-0.12335809954661366,0.07295379170442108,-0.02229685637738592,-0.2554174627063385,-0.22208941725506062,-0.3133006375002963,-0.01805801883033434,0.9998194198116966
2026-02-25,momentum-T4-size50,1100.7625079844,1297.4884489153999,960.2371197948,201854.1170467755,1003.1738280569,1831.0927972253,1776.503571451,12389.358486572899,11716.4135773652,8916.525401229499,22283.523551809198,0.09135874917217934,0.12353884181010723,0.0162748679329,0.5031677655601721,-0.14404739200159425,-0.1382604242990679,0.05805059135617637,-0.03719300390057244,-0.2702765310182446,-0.23695668718435955,-0.3281527223553784,-0.032954176811607463,0.9996704582318839
2026-02-25,momentum-T6-size5,1101.2858330951,1298.1048559218,960.6936068731,201950.04542491204,1003.6503481685002,1831.9634298843,1777.3477222853999,12395.2462199942,11721.9815658438,8920.763065028701,22294.1137131013,0.11973032575204479,0.15183489940546013,0.0445636459510399,0.5316069721537777,-0.11581520141312962,-0.10995781572406846,0.0863525071504541,-0.008904044290567749,-0.24205809640345075,-0.20872249026324613,-0.29994745142108137,-0.004665159009342506,0.9999533484099066
