date,base_currency,EUR,USD,GBP,JPY,CHF,AUD,CAD,NOK,SEK,CNY,MXN
2026-03-15,EUR,1.0,1.146779,0.866213,183.08416,0.912076,1.642291,1.572935,11.171898,10.869789,7.911944,20.5842
2026-03-15,USD,0.872007,1.0,0.755344,159.65073,0.795337,1.43209,1.371611,9.741977,9.478536,6.899273,17.949574
2026-03-15,GBP,1.15445,1.3239,1.0,211.36155,1.052946,1.895943,1.815876,12.897401,12.548631,9.133945,23.763435
2026-03-15,JPY,0.005462,0.006264,0.004731,1.0,0.004982,0.00897,0.008591,0.061021,0.05937,0.043215,0.11243
2026-03-15,CHF,1.0964,1.257329,0.949716,200.733519,1.0,1.800608,1.724567,12.248872,11.91764,8.674657,22.568522
2026-03-15,AUD,0.608905,0.69828,0.527442,111.480945,0.555368,1.0,0.957769,6.80263,6.618674,4.817626,12.533832
2026-03-15,CAD,0.635754,0.72907,0.550699,116.396498,0.579856,1.044093,1.0,7.10258,6.910513,5.03005,13.086489
2026-03-15,NOK,0.08951,0.102649,0.077535,16.387918,0.08164,0.147002,0.140794,1.0,0.972958,0.7082,1.842498
2026-03-15,SEK,0.091998,0.105502,0.07969,16.843395,0.083909,0.151088,0.144707,1.027793,1.0,0.727884,1.893707
2026-03-15,CNY,0.126391,0.144943,0.109482,23.140225,0.115278,0.207571,0.198805,1.41203,1.373846,1.0,2.601662
2026-03-15,MXN,0.048581,0.055712,0.042081,8.894402,0.04431,0.079784,0.076415,0.542741,0.528065,0.38437,1.0
2026-03-16,EUR,1.0,1.144873,0.863714,182.712749,0.903609,1.633252,1.569714,11.164639,10.803217,7.899279,20.44053
2026-03-16,USD,0.873459,1.0,0.754419,159.592172,0.789266,1.426579,1.371081,9.751859,9.436172,6.8997,17.853974
2026-03-16,GBP,1.157791,1.325523,1.0,211.543114,1.04619,1.890963,1.8174,12.926315,12.507864,9.145712,23.665855
2026-03-16,JPY,0.005473,0.006266,0.004727,1.0,0.004946,0.008939,0.008591,0.061105,0.059127,0.043233,0.111872
2026-03-16,CHF,1.106674,1.267001,0.955849,202.203371,1.0,1.807476,1.737161,12.355611,11.955635,8.741924,22.620995
2026-03-16,AUD,0.612276,0.700978,0.528831,111.870549,0.553258,1.0,0.961097,6.835836,6.614546,4.836536,12.515237
2026-03-16,CAD,0.637059,0.729351,0.550237,116.398778,0.575652,1.040477,1.0,7.112533,6.882285,5.032306,13.021821
2026-03-16,NOK,0.089569,0.102545,0.077362,16.365307,0.080935,0.146288,0.140597,1.0,0.967628,0.707527,1.830828
2026-03-16,SEK,0.092565,0.105975,0.07995,16.912809,0.083643,0.151182,0.145301,1.033455,1.0,0.731197,1.892078
2026-03-16,CNY,0.126594,0.144934,0.109341,23.130306,0.114391,0.20676,0.198716,1.413374,1.367621,1.0,2.587645
2026-03-16,MXN,0.048922,0.05601,0.042255,8.938748,0.044207,0.079903,0.076794,0.546201,0.528519,0.386452,1.0
2026-03-17,EUR,1.0,1.149634,0.86379,183.18471,0.906672,1.622634,1.573036,11.125678,10.756965,7.913414,20.335948
2026-03-17,USD,0.869842,1.0,0.751361,159.341709,0.788661,1.411435,1.368292,9.677579,9.356857,6.883418,17.689057
2026-03-17,GBP,1.157689,1.330919,1.0,212.070876,1.049644,1.878505,1.821086,12.880072,12.453217,9.16127,23.542698
2026-03-17,JPY,0.005459,0.006276,0.004715,1.0,0.004949,0.008858,0.008587,0.060735,0.058722,0.043199,0.111013
2026-03-17,CHF,1.102935,1.267972,0.952704,202.040776,1.0,1.789659,1.734956,12.270896,11.86423,8.727979,22.429223
2026-03-17,AUD,0.616282,0.708499,0.532338,112.893428,0.558766,1.0,0.969434,6.856554,6.629323,4.876894,12.532678
2026-03-17,CAD,0.635713,0.730838,0.549123,116.452962,0.576383,1.03153,1.0,7.072742,6.838346,5.030662,12.927833
2026-03-17,NOK,0.089882,0.103332,0.077639,16.465038,0.081494,0.145846,0.141388,1.0,0.966859,0.711275,1.827839
2026-03-17,SEK,0.092963,0.106873,0.080301,17.029405,0.084287,0.150845,0.146234,1.034277,1.0,0.735655,1.890491
2026-03-17,CNY,0.126368,0.145277,0.109155,23.148633,0.114574,0.205049,0.198781,1.405926,1.359333,1.0,2.569807
