date,currency,generator_id,estimator_id,index,signal_count,penalty_factor,avg_signal,factored_avg_signal
2026-03-11,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.6993,2,0.7071,-0.5,-0.3536
2026-03-11,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.4707,17,1.0,0.0741,0.0741
2026-03-11,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.4707,62,1.0,0.3639,0.3639
2026-03-12,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,97.9086,8,1.0,0.0862,0.0862
2026-03-12,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,97.9086,8,1.0,0.36,0.36
2026-03-12,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.029,1,0.5,0.08,0.04
2026-03-12,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.029,7,1.0,0.1986,0.1986
2026-03-12,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.647,5,1.0,0.06,0.06
2026-03-12,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.647,23,1.0,0.2896,0.2896
2026-03-12,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.2893,26,1.0,-0.0208,-0.0208
2026-03-12,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.2893,48,1.0,-0.1152,-0.1152
2026-03-12,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.9851,2,0.7071,0.305,0.2157
2026-03-12,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.1885,1,0.5,-0.2,-0.1
2026-03-12,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.1885,1,0.5,-0.7,-0.35
2026-03-12,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.1641,1,0.5,0.7,0.35
2026-03-12,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.3646,3,0.866,-0.0967,-0.0837
2026-03-12,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.3646,3,0.866,-0.1,-0.0866
2026-03-12,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.933,34,1.0,0.0518,0.0518
2026-03-12,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.933,78,1.0,0.2971,0.2971
2026-03-13,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.3228,8,1.0,0.0862,0.0862
2026-03-13,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.3228,8,1.0,0.36,0.36
2026-03-13,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.0529,3,0.866,0.0933,0.0808
2026-03-13,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.0529,8,1.0,0.0437,0.0437
2026-03-13,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.1065,1,0.5,0.05,0.025
2026-03-13,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.1065,1,0.5,0.7,0.35
2026-03-13,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.4007,4,1.0,0.1,0.1
2026-03-13,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.4007,20,1.0,0.3505,0.3505
2026-03-13,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.1052,34,1.0,-0.0074,-0.0074
2026-03-13,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.1052,54,1.0,-0.0222,-0.0222
2026-03-13,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.7446,3,0.866,0.0367,0.0318
2026-03-13,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.7446,5,1.0,0.02,0.02
2026-03-13,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.1079,1,0.5,-0.2,-0.1
2026-03-13,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.1079,1,0.5,-0.7,-0.35
2026-03-13,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.162,1,0.5,0.7,0.35
2026-03-13,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.9779,1,0.5,-0.1,-0.05
2026-03-13,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.9779,2,0.7071,0.1,0.0707
2026-03-13,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.6064,46,1.0,0.0561,0.0561
2026-03-13,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.6064,89,1.0,0.2098,0.2098
2026-03-14,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.3353,8,1.0,0.0837,0.0837
2026-03-14,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.3353,7,1.0,0.39,0.39
2026-03-14,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,97.9544,5,1.0,-0.004,-0.004
2026-03-14,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,97.9544,10,1.0,-0.04,-0.04
2026-03-14,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.4528,1,0.5,-0.09,-0.045
2026-03-14,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.4528,2,0.7071,0.55,0.3889
2026-03-14,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,97.7835,5,1.0,0.04,0.04
2026-03-14,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,97.7835,21,1.0,0.3171,0.3171
2026-03-14,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.9152,36,1.0,0.0014,0.0014
2026-03-14,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.9152,50,1.0,-0.0612,-0.0612
2026-03-14,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.9492,1,0.5,-0.05,-0.025
2026-03-14,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.9492,4,1.0,0.0025,0.0025
2026-03-14,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.167,1,0.5,0.1,0.05
2026-03-14,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.167,1,0.5,0.5,0.25
2026-03-14,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.0991,1,0.5,0.7,0.35
2026-03-14,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.7259,3,0.866,-0.1067,-0.0924
2026-03-14,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.7259,3,0.866,-0.1167,-0.101
2026-03-14,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,97.7946,58,1.0,0.0552,0.0552
2026-03-14,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,97.7946,89,1.0,0.2331,0.2331
2026-03-15,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.1596,8,1.0,0.0837,0.0837
2026-03-15,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.1596,8,1.0,0.2537,0.2537
2026-03-15,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,97.9766,5,1.0,-0.004,-0.004
2026-03-15,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,97.9766,10,1.0,-0.04,-0.04
2026-03-15,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.6519,1,0.5,-0.09,-0.045
2026-03-15,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.6519,2,0.7071,0.55,0.3889
2026-03-15,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,97.8933,5,1.0,0.04,0.04
2026-03-15,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,97.8933,20,1.0,0.313,0.313
2026-03-15,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.8241,31,1.0,0.0239,0.0239
2026-03-15,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.8241,49,1.0,-0.0706,-0.0706
2026-03-15,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.9624,1,0.5,-0.05,-0.025
2026-03-15,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.9624,4,1.0,0.0025,0.0025
2026-03-15,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.2142,1,0.5,0.1,0.05
2026-03-15,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.2142,1,0.5,0.5,0.25
2026-03-15,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.8613,1,0.5,0.7,0.35
2026-03-15,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.7686,3,0.866,-0.1067,-0.0924
2026-03-15,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.7686,3,0.866,-0.1167,-0.101
2026-03-15,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,97.8569,60,1.0,0.049,0.049
2026-03-15,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,97.8569,90,1.0,0.225,0.225
2026-03-16,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.9441,10,1.0,0.093,0.093
2026-03-16,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.9441,10,1.0,0.313,0.313
2026-03-16,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.1373,7,1.0,-0.0057,-0.0057
2026-03-16,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.1373,12,1.0,-0.0933,-0.0933
2026-03-16,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.0134,1,0.5,-0.1,-0.05
2026-03-16,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.0134,3,0.866,0.25,0.2165
2026-03-16,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.102,9,1.0,0.06,0.06
2026-03-16,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.102,27,1.0,0.1489,0.1489
2026-03-16,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.2172,25,1.0,-0.0056,-0.0056
2026-03-16,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.2172,53,1.0,-0.0653,-0.0653
2026-03-16,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.0341,4,1.0,0.0075,0.0075
2026-03-16,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.0341,6,1.0,-0.015,-0.015
2026-03-16,JPY,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.2699,1,0.5,-0.5,-0.25
2026-03-16,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.8252,1,0.5,0.1,0.05
2026-03-16,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.8252,1,0.5,0.5,0.25
2026-03-16,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.179,1,0.5,0.7,0.35
2026-03-16,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.4747,3,0.866,-0.1067,-0.0924
2026-03-16,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.4747,3,0.866,-0.1167,-0.101
2026-03-16,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.0583,53,1.0,0.0445,0.0445
2026-03-16,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.0583,97,1.0,0.2692,0.2692
2026-03-17,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.2896,12,1.0,0.0942,0.0942
2026-03-17,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.2896,14,1.0,0.3271,0.3271
2026-03-17,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.4188,7,1.0,0.0057,0.0057
2026-03-17,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.4188,14,1.0,-0.0193,-0.0193
2026-03-17,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.4386,2,0.7071,-0.15,-0.1061
2026-03-17,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.4386,4,1.0,0.0975,0.0975
2026-03-17,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.3482,6,1.0,0.0033,0.0033
2026-03-17,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.3482,29,1.0,0.0986,0.0986
2026-03-17,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.2721,28,1.0,0.0321,0.0321
2026-03-17,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.2721,58,1.0,-0.0397,-0.0397
2026-03-17,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.0972,5,1.0,-0.014,-0.014
2026-03-17,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.0972,7,1.0,0.1871,0.1871
2026-03-17,JPY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.6125,1,0.5,-0.1,-0.05
2026-03-17,JPY,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.6125,2,0.7071,-0.37,-0.2616
2026-03-17,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.3069,1,0.5,0.1,0.05
2026-03-17,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.3069,1,0.5,0.5,0.25
2026-03-17,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.8484,1,0.5,0.7,0.35
2026-03-17,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.0472,3,0.866,-0.1067,-0.0924
2026-03-17,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.0472,4,1.0,-0.02,-0.02
2026-03-17,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.5603,51,1.0,0.028,0.028
2026-03-17,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.5603,102,1.0,0.2601,0.2601
2026-03-18,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.2882,11,1.0,0.1073,0.1073
2026-03-18,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.2882,16,1.0,0.2344,0.2344
2026-03-18,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.8714,8,1.0,-0.02,-0.02
2026-03-18,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.8714,16,1.0,-0.0669,-0.0669
2026-03-18,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.3609,2,0.7071,-0.15,-0.1061
2026-03-18,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.3609,5,1.0,0.178,0.178
2026-03-18,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.7233,7,1.0,-0.0914,-0.0914
2026-03-18,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.7233,27,1.0,0.0433,0.0433
2026-03-18,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.265,34,1.0,0.0506,0.0506
2026-03-18,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.265,57,1.0,-0.006,-0.006
2026-03-18,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.082,6,1.0,0.0017,0.0017
2026-03-18,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.082,8,1.0,0.1013,0.1013
2026-03-18,JPY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.7029,1,0.5,-0.1,-0.05
2026-03-18,JPY,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.7029,2,0.7071,-0.37,-0.2616
2026-03-18,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.3998,1,0.5,0.1,0.05
2026-03-18,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.3998,1,0.5,0.5,0.25
2026-03-18,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.1161,1,0.5,0.7,0.35
2026-03-18,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.4956,2,0.7071,-0.01,-0.0071
2026-03-18,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.4956,3,0.866,0.0567,0.0491
2026-03-18,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.9225,45,1.0,0.028,0.028
2026-03-18,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.9225,114,1.0,0.2475,0.2475
2026-03-19,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.6763,8,1.0,0.1025,0.1025
2026-03-19,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.6763,14,1.0,0.1964,0.1964
2026-03-19,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.5537,8,1.0,-0.02,-0.02
2026-03-19,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.5537,16,1.0,-0.0669,-0.0669
2026-03-19,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.6532,2,0.7071,-0.15,-0.1061
2026-03-19,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.6532,5,1.0,0.178,0.178
2026-03-19,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.3882,6,1.0,-0.09,-0.09
2026-03-19,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.3882,26,1.0,0.0354,0.0354
2026-03-19,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.1996,31,1.0,0.0458,0.0458
2026-03-19,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.1996,52,1.0,-0.0142,-0.0142
2026-03-19,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.0798,5,1.0,0.022,0.022
2026-03-19,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.0798,7,1.0,0.0443,0.0443
2026-03-19,JPY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.6436,1,0.5,-0.1,-0.05
2026-03-19,JPY,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.6436,2,0.7071,-0.37,-0.2616
2026-03-19,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.8621,1,0.5,0.1,0.05
2026-03-19,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.8621,1,0.5,0.5,0.25
2026-03-19,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.551,1,0.5,0.7,0.35
2026-03-19,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.2411,2,0.7071,-0.01,-0.0071
2026-03-19,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.2411,3,0.866,0.0567,0.0491
2026-03-19,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.4223,41,1.0,0.0478,0.0478
2026-03-19,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.4223,109,1.0,0.2552,0.2552
2026-03-20,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.6415,8,1.0,0.1025,0.1025
2026-03-20,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.6415,13,1.0,0.1731,0.1731
2026-03-20,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.1433,4,1.0,-0.15,-0.15
2026-03-20,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.1433,16,1.0,-0.0669,-0.0669
2026-03-20,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.8422,2,0.7071,-0.15,-0.1061
2026-03-20,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.8422,4,1.0,0.0475,0.0475
2026-03-20,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.8414,5,1.0,-0.124,-0.124
2026-03-20,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.8414,26,1.0,0.0354,0.0354
2026-03-20,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.9882,18,1.0,0.0906,0.0906
2026-03-20,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.9882,43,1.0,-0.0149,-0.0149
2026-03-20,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.6233,5,1.0,0.028,0.028
2026-03-20,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.6233,7,1.0,0.1029,0.1029
2026-03-20,JPY,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.2608,2,0.7071,-0.37,-0.2616
2026-03-20,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.0725,1,0.5,0.1,0.05
2026-03-20,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.0725,1,0.5,0.5,0.25
2026-03-20,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.2089,1,0.5,0.7,0.35
2026-03-20,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.6914,2,0.7071,-0.01,-0.0071
2026-03-20,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.6914,3,0.866,0.0567,0.0491
2026-03-20,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.9389,37,1.0,0.0438,0.0438
2026-03-20,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.9389,95,1.0,0.2508,0.2508
2026-03-21,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.2771,7,1.0,0.0829,0.0829
2026-03-21,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.2771,13,1.0,0.2008,0.2008
2026-03-21,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.7558,6,1.0,-0.07,-0.07
2026-03-21,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.7558,16,1.0,-0.02,-0.02
2026-03-21,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.3871,1,0.5,-0.1,-0.05
2026-03-21,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.3871,3,0.866,0.1833,0.1588
2026-03-21,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.4053,6,1.0,-0.09,-0.09
2026-03-21,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.4053,28,1.0,0.0364,0.0364
2026-03-21,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.3707,25,1.0,0.0968,0.0968
2026-03-21,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.3707,36,1.0,0.0672,0.0672
2026-03-21,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.8222,7,1.0,0.0357,0.0357
2026-03-21,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.8222,8,1.0,0.04,0.04
2026-03-21,JPY,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.555,2,0.7071,-0.37,-0.2616
2026-03-21,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.6401,1,0.5,0.08,0.04
2026-03-21,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.6401,2,0.7071,0.4,0.2828
2026-03-21,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.5948,1,0.5,0.7,0.35
2026-03-21,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.897,2,0.7071,-0.01,-0.0071
2026-03-21,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.897,3,0.866,0.0567,0.0491
2026-03-21,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.5721,58,1.0,0.0357,0.0357
2026-03-21,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.5721,106,1.0,0.1868,0.1868
2026-03-22,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.2057,7,1.0,0.0829,0.0829
2026-03-22,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.2057,13,1.0,0.2008,0.2008
2026-03-22,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.7297,5,1.0,-0.008,-0.008
2026-03-22,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.7297,14,1.0,0.0307,0.0307
2026-03-22,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.3812,1,0.5,-0.1,-0.05
2026-03-22,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.3812,2,0.7071,0.075,0.053
2026-03-22,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.3944,5,1.0,-0.068,-0.068
2026-03-22,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.3944,26,1.0,0.0681,0.0681
2026-03-22,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.3817,25,1.0,0.0968,0.0968
2026-03-22,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.3817,36,1.0,0.1339,0.1339
2026-03-22,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.8682,7,1.0,0.0357,0.0357
2026-03-22,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.8682,8,1.0,0.04,0.04
2026-03-22,JPY,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.5696,2,0.7071,-0.37,-0.2616
2026-03-22,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.6693,1,0.5,0.08,0.04
2026-03-22,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.6693,2,0.7071,0.4,0.2828
2026-03-22,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.5873,1,0.5,0.7,0.35
2026-03-22,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.9022,2,0.7071,-0.01,-0.0071
2026-03-22,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.9022,3,0.866,0.0567,0.0491
2026-03-22,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.5872,56,1.0,0.0425,0.0425
2026-03-22,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.5872,96,1.0,0.1571,0.1571
2026-03-23,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.6189,5,1.0,0.016,0.016
2026-03-23,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.6189,13,1.0,0.2392,0.2392
2026-03-23,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.3917,5,1.0,-0.008,-0.008
2026-03-23,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.3917,14,1.0,0.0307,0.0307
2026-03-23,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.2549,1,0.5,-0.1,-0.05
2026-03-23,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.2549,2,0.7071,0.075,0.053
2026-03-23,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.5587,5,1.0,-0.068,-0.068
2026-03-23,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.5587,26,1.0,0.0681,0.0681
2026-03-23,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.5377,27,1.0,0.1048,0.1048
2026-03-23,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.5377,47,1.0,0.1538,0.1538
2026-03-23,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.7569,10,1.0,0.031,0.031
2026-03-23,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.7569,11,1.0,0.0809,0.0809
2026-03-23,JPY,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.5208,2,0.7071,-0.37,-0.2616
2026-03-23,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.824,1,0.5,0.08,0.04
2026-03-23,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.824,2,0.7071,0.4,0.2828
