date,currency,generator_id,estimator_id,index,signal_count,penalty_factor,avg_signal,factored_avg_signal
2026-03-23,NOK,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.5832,1,0.5,0.7,0.35
2026-03-23,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.9216,2,0.7071,-0.01,-0.0071
2026-03-23,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.9216,3,0.866,0.0567,0.0491
2026-03-23,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.319,66,1.0,0.0498,0.0498
2026-03-23,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.319,103,1.0,0.2009,0.2009
2026-03-24,AUD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.7556,11,1.0,-0.0636,-0.0636
2026-03-24,AUD,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.7556,18,1.0,0.065,0.065
2026-03-24,CAD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.747,4,1.0,0.015,0.015
2026-03-24,CAD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.747,12,1.0,0.0958,0.0958
2026-03-24,CHF,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.1593,1,0.5,-0.3,-0.15
2026-03-24,CHF,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.1593,2,0.7071,0.125,0.0884
2026-03-24,CNY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.3297,5,1.0,-0.068,-0.068
2026-03-24,CNY,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.3297,25,1.0,0.0988,0.0988
2026-03-24,EUR,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.1877,35,1.0,0.0751,0.0751
2026-03-24,EUR,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.1877,52,1.0,0.1946,0.1946
2026-03-24,GBP,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,99.123,10,1.0,0.081,0.081
2026-03-24,GBP,llm-sentiment-v1-haiku,llm-horizon-v1-default,99.123,10,1.0,0.354,0.354
2026-03-24,JPY,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,100.9107,5,1.0,-0.016,-0.016
2026-03-24,JPY,llm-sentiment-v1-haiku,llm-horizon-v1-default,100.9107,5,1.0,-0.232,-0.232
2026-03-24,MXN,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,102.089,1,0.5,0.08,0.04
2026-03-24,MXN,llm-sentiment-v1-haiku,llm-horizon-v1-default,102.089,2,0.7071,0.4,0.2828
2026-03-24,SEK,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,101.9886,2,0.7071,-0.01,-0.0071
2026-03-24,SEK,llm-sentiment-v1-haiku,llm-horizon-v1-default,101.9886,3,0.866,0.0567,0.0491
2026-03-24,USD,keyword-sentiment-v1.1-standard,llm-horizon-v1-default,98.3824,78,1.0,0.0509,0.0509
2026-03-24,USD,llm-sentiment-v1-haiku,llm-horizon-v1-default,98.3824,106,1.0,0.1791,0.1791
