date,base_currency,quote_currency,rate
2026-03-03,EUR,EUR,1.0
2026-03-03,EUR,USD,1.169729
2026-03-03,EUR,GBP,0.872408
2026-03-03,EUR,JPY,183.912949
2026-03-03,EUR,CHF,0.911733
2026-03-03,EUR,AUD,1.646605
2026-03-03,EUR,CAD,1.598161
2026-03-03,EUR,NOK,11.179253
2026-03-03,EUR,SEK,10.715027
2026-03-03,EUR,CNY,8.049691
2026-03-03,EUR,MXN,20.239696
2026-03-03,USD,EUR,0.854899
2026-03-03,USD,USD,1.0
2026-03-03,USD,GBP,0.745821
2026-03-03,USD,JPY,157.226997
2026-03-03,USD,CHF,0.77944
2026-03-03,USD,AUD,1.407681
2026-03-03,USD,CAD,1.366266
2026-03-03,USD,NOK,9.557132
2026-03-03,USD,SEK,9.160266
2026-03-03,USD,CNY,6.881673
2026-03-03,USD,MXN,17.302896
2026-03-03,GBP,EUR,1.146253
2026-03-03,GBP,USD,1.340805
2026-03-03,GBP,GBP,1.0
2026-03-03,GBP,JPY,210.810738
2026-03-03,GBP,CHF,1.045077
2026-03-03,GBP,AUD,1.887426
2026-03-03,GBP,CAD,1.831897
2026-03-03,GBP,NOK,12.81425
2026-03-03,GBP,SEK,12.28213
2026-03-03,GBP,CNY,9.226981
2026-03-03,GBP,MXN,23.199809
2026-03-03,JPY,EUR,0.005437
2026-03-03,JPY,USD,0.00636
2026-03-03,JPY,GBP,0.004744
2026-03-03,JPY,JPY,1.0
2026-03-03,JPY,CHF,0.004957
2026-03-03,JPY,AUD,0.008953
2026-03-03,JPY,CAD,0.00869
2026-03-03,JPY,NOK,0.060786
2026-03-03,JPY,SEK,0.058261
2026-03-03,JPY,CNY,0.043769
2026-03-03,JPY,MXN,0.11005
2026-03-03,CHF,EUR,1.096812
2026-03-03,CHF,USD,1.282973
2026-03-03,CHF,GBP,0.956868
2026-03-03,CHF,JPY,201.717947
2026-03-03,CHF,CHF,1.0
2026-03-03,CHF,AUD,1.806017
2026-03-03,CHF,CAD,1.752883
2026-03-03,CHF,NOK,12.26154
2026-03-03,CHF,SEK,11.752371
2026-03-03,CHF,CNY,8.828998
2026-03-03,CHF,MXN,22.199143
2026-03-03,AUD,EUR,0.60731
2026-03-03,AUD,USD,0.710388
2026-03-03,AUD,GBP,0.529822
2026-03-03,AUD,JPY,111.692191
2026-03-03,AUD,CHF,0.553705
2026-03-03,AUD,AUD,1.0
2026-03-03,AUD,CAD,0.970579
2026-03-03,AUD,NOK,6.789273
2026-03-03,AUD,SEK,6.507344
2026-03-03,AUD,CNY,4.888658
2026-03-03,AUD,MXN,12.291772
2026-03-03,CAD,EUR,0.625719
2026-03-03,CAD,USD,0.731922
2026-03-03,CAD,GBP,0.545882
2026-03-03,CAD,JPY,115.077846
2026-03-03,CAD,CHF,0.570489
2026-03-03,CAD,AUD,1.030312
2026-03-03,CAD,CAD,1.0
2026-03-03,CAD,NOK,6.995072
2026-03-03,CAD,SEK,6.704597
2026-03-03,CAD,CNY,5.036845
2026-03-03,CAD,MXN,12.664364
2026-03-03,NOK,EUR,0.089451
2026-03-03,NOK,USD,0.104634
2026-03-03,NOK,GBP,0.078038
2026-03-03,NOK,JPY,16.451274
2026-03-03,NOK,CHF,0.081556
2026-03-03,NOK,AUD,0.147291
2026-03-03,NOK,CAD,0.142958
2026-03-03,NOK,NOK,1.0
2026-03-03,NOK,SEK,0.958474
2026-03-03,NOK,CNY,0.720056
2026-03-03,NOK,MXN,1.810469
2026-03-03,SEK,EUR,0.093327
2026-03-03,SEK,USD,0.109167
2026-03-03,SEK,GBP,0.081419
2026-03-03,SEK,JPY,17.164022
2026-03-03,SEK,CHF,0.085089
2026-03-03,SEK,AUD,0.153673
2026-03-03,SEK,CAD,0.149151
2026-03-03,SEK,NOK,1.043325
2026-03-03,SEK,SEK,1.0
2026-03-03,SEK,CNY,0.751253
2026-03-03,SEK,MXN,1.888908
2026-03-03,CNY,EUR,0.124228
2026-03-03,CNY,USD,0.145314
2026-03-03,CNY,GBP,0.108378
2026-03-03,CNY,JPY,22.847207
2026-03-03,CNY,CHF,0.113263
2026-03-03,CNY,AUD,0.204555
2026-03-03,CNY,CAD,0.198537
2026-03-03,CNY,NOK,1.38878
2026-03-03,CNY,SEK,1.33111
2026-03-03,CNY,CNY,1.0
2026-03-03,CNY,MXN,2.514345
2026-03-03,MXN,EUR,0.049408
2026-03-03,MXN,USD,0.057794
2026-03-03,MXN,GBP,0.043104
2026-03-03,MXN,JPY,9.086745
2026-03-03,MXN,CHF,0.045047
2026-03-03,MXN,AUD,0.081355
2026-03-03,MXN,CAD,0.078962
2026-03-03,MXN,NOK,0.552343
2026-03-03,MXN,SEK,0.529407
2026-03-03,MXN,CNY,0.397718
2026-03-03,MXN,MXN,1.0
