date,base_currency,quote_currency,rate
2026-02-26,EUR,EUR,1.0
2026-02-26,EUR,USD,1.181953
2026-02-26,EUR,GBP,0.871527
2026-02-26,EUR,JPY,184.292788
2026-02-26,EUR,CHF,0.912062
2026-02-26,EUR,AUD,1.659981
2026-02-26,EUR,CAD,1.615515
2026-02-26,EUR,NOK,11.280501
2026-02-26,EUR,SEK,10.661484
2026-02-26,EUR,CNY,8.091094
2026-02-26,EUR,MXN,20.297684
2026-02-26,USD,EUR,0.846058
2026-02-26,USD,USD,1.0
2026-02-26,USD,GBP,0.737362
2026-02-26,USD,JPY,155.922324
2026-02-26,USD,CHF,0.771657
2026-02-26,USD,AUD,1.40444
2026-02-26,USD,CAD,1.366819
2026-02-26,USD,NOK,9.543954
2026-02-26,USD,SEK,9.02023
2026-02-26,USD,CNY,6.845532
2026-02-26,USD,MXN,17.173011
2026-02-26,GBP,EUR,1.147412
2026-02-26,GBP,USD,1.356186
2026-02-26,GBP,GBP,1.0
2026-02-26,GBP,JPY,211.459738
2026-02-26,GBP,CHF,1.04651
2026-02-26,GBP,AUD,1.904682
2026-02-26,GBP,CAD,1.853661
2026-02-26,GBP,NOK,12.943381
2026-02-26,GBP,SEK,12.233114
2026-02-26,GBP,CNY,9.283817
2026-02-26,GBP,MXN,23.289804
2026-02-26,JPY,EUR,0.005426
2026-02-26,JPY,USD,0.006413
2026-02-26,JPY,GBP,0.004729
2026-02-26,JPY,JPY,1.0
2026-02-26,JPY,CHF,0.004949
2026-02-26,JPY,AUD,0.009007
2026-02-26,JPY,CAD,0.008766
2026-02-26,JPY,NOK,0.06121
2026-02-26,JPY,SEK,0.057851
2026-02-26,JPY,CNY,0.043903
2026-02-26,JPY,MXN,0.110138
2026-02-26,CHF,EUR,1.096417
2026-02-26,CHF,USD,1.295913
2026-02-26,CHF,GBP,0.955557
2026-02-26,CHF,JPY,202.061789
2026-02-26,CHF,CHF,1.0
2026-02-26,CHF,AUD,1.820032
2026-02-26,CHF,CAD,1.771278
2026-02-26,CHF,NOK,12.368135
2026-02-26,CHF,SEK,11.689435
2026-02-26,CHF,CNY,8.871215
2026-02-26,CHF,MXN,22.254731
2026-02-26,AUD,EUR,0.602416
2026-02-26,AUD,USD,0.712028
2026-02-26,AUD,GBP,0.525022
2026-02-26,AUD,JPY,111.021005
2026-02-26,AUD,CHF,0.549441
2026-02-26,AUD,AUD,1.0
2026-02-26,AUD,CAD,0.973213
2026-02-26,AUD,NOK,6.795559
2026-02-26,AUD,SEK,6.422653
2026-02-26,AUD,CNY,4.874208
2026-02-26,AUD,MXN,12.227659
2026-02-26,CAD,EUR,0.618998
2026-02-26,CAD,USD,0.731626
2026-02-26,CAD,GBP,0.539473
2026-02-26,CAD,JPY,114.07681
2026-02-26,CAD,CHF,0.564564
2026-02-26,CAD,AUD,1.027525
2026-02-26,CAD,CAD,1.0
2026-02-26,CAD,NOK,6.982604
2026-02-26,CAD,SEK,6.599434
2026-02-26,CAD,CNY,5.008368
2026-02-26,CAD,MXN,12.56422
2026-02-26,NOK,EUR,0.088649
2026-02-26,NOK,USD,0.104778
2026-02-26,NOK,GBP,0.07726
2026-02-26,NOK,JPY,16.337288
2026-02-26,NOK,CHF,0.080853
2026-02-26,NOK,AUD,0.147155
2026-02-26,NOK,CAD,0.143213
2026-02-26,NOK,NOK,1.0
2026-02-26,NOK,SEK,0.945125
2026-02-26,NOK,CNY,0.717264
2026-02-26,NOK,MXN,1.79936
2026-02-26,SEK,EUR,0.093796
2026-02-26,SEK,USD,0.110862
2026-02-26,SEK,GBP,0.081745
2026-02-26,SEK,JPY,17.285847
2026-02-26,SEK,CHF,0.085547
2026-02-26,SEK,AUD,0.155699
2026-02-26,SEK,CAD,0.151528
2026-02-26,SEK,NOK,1.058061
2026-02-26,SEK,SEK,1.0
2026-02-26,SEK,CNY,0.758909
2026-02-26,SEK,MXN,1.903833
2026-02-26,CNY,EUR,0.123593
2026-02-26,CNY,USD,0.146081
2026-02-26,CNY,GBP,0.107714
2026-02-26,CNY,JPY,22.777241
2026-02-26,CNY,CHF,0.112724
2026-02-26,CNY,AUD,0.205162
2026-02-26,CNY,CAD,0.199666
2026-02-26,CNY,NOK,1.394187
2026-02-26,CNY,SEK,1.317681
2026-02-26,CNY,CNY,1.0
2026-02-26,CNY,MXN,2.508645
2026-02-26,MXN,EUR,0.049267
2026-02-26,MXN,USD,0.058231
2026-02-26,MXN,GBP,0.042937
2026-02-26,MXN,JPY,9.079498
2026-02-26,MXN,CHF,0.044934
2026-02-26,MXN,AUD,0.081782
2026-02-26,MXN,CAD,0.079591
2026-02-26,MXN,NOK,0.555753
2026-02-26,MXN,SEK,0.525256
2026-02-26,MXN,CNY,0.398622
2026-02-26,MXN,MXN,1.0
