date,base_currency,quote_currency,rate
2026-03-07,EUR,EUR,1.0
2026-03-07,EUR,USD,1.161958
2026-03-07,EUR,GBP,0.869144
2026-03-07,EUR,JPY,182.999191
2026-03-07,EUR,CHF,0.906642
2026-03-07,EUR,AUD,1.651146
2026-03-07,EUR,CAD,1.586982
2026-03-07,EUR,NOK,11.225663
2026-03-07,EUR,SEK,10.706876
2026-03-07,EUR,CNY,8.02017
2026-03-07,EUR,MXN,20.536396
2026-03-07,USD,EUR,0.860616
2026-03-07,USD,USD,1.0
2026-03-07,USD,GBP,0.747999
2026-03-07,USD,JPY,157.492082
2026-03-07,USD,CHF,0.780271
2026-03-07,USD,AUD,1.421003
2026-03-07,USD,CAD,1.365782
2026-03-07,USD,NOK,9.660988
2026-03-07,USD,SEK,9.214511
2026-03-07,USD,CNY,6.902289
2026-03-07,USD,MXN,17.673957
2026-03-07,GBP,EUR,1.150558
2026-03-07,GBP,USD,1.3369
2026-03-07,GBP,GBP,1.0
2026-03-07,GBP,JPY,210.551177
2026-03-07,GBP,CHF,1.043144
2026-03-07,GBP,AUD,1.899739
2026-03-07,GBP,CAD,1.825915
2026-03-07,GBP,NOK,12.915776
2026-03-07,GBP,SEK,12.318881
2026-03-07,GBP,CNY,9.227671
2026-03-07,GBP,MXN,23.628314
2026-03-07,JPY,EUR,0.005465
2026-03-07,JPY,USD,0.00635
2026-03-07,JPY,GBP,0.004749
2026-03-07,JPY,JPY,1.0
2026-03-07,JPY,CHF,0.004954
2026-03-07,JPY,AUD,0.009023
2026-03-07,JPY,CAD,0.008672
2026-03-07,JPY,NOK,0.061343
2026-03-07,JPY,SEK,0.058508
2026-03-07,JPY,CNY,0.043826
2026-03-07,JPY,MXN,0.112221
2026-03-07,CHF,EUR,1.102971
2026-03-07,CHF,USD,1.281607
2026-03-07,CHF,GBP,0.95864
2026-03-07,CHF,JPY,201.842879
2026-03-07,CHF,CHF,1.0
2026-03-07,CHF,AUD,1.821167
2026-03-07,CHF,CAD,1.750396
2026-03-07,CHF,NOK,12.381585
2026-03-07,CHF,SEK,11.809378
2026-03-07,CHF,CNY,8.846018
2026-03-07,CHF,MXN,22.651058
2026-03-07,AUD,EUR,0.60564
2026-03-07,AUD,USD,0.703728
2026-03-07,AUD,GBP,0.526388
2026-03-07,AUD,JPY,110.83163
2026-03-07,AUD,CHF,0.549099
2026-03-07,AUD,AUD,1.0
2026-03-07,AUD,CAD,0.96114
2026-03-07,AUD,NOK,6.79871
2026-03-07,AUD,SEK,6.484512
2026-03-07,AUD,CNY,4.857336
2026-03-07,AUD,MXN,12.437663
2026-03-07,CAD,EUR,0.630127
2026-03-07,CAD,USD,0.732181
2026-03-07,CAD,GBP,0.547671
2026-03-07,CAD,JPY,115.312715
2026-03-07,CAD,CHF,0.571299
2026-03-07,CAD,AUD,1.040431
2026-03-07,CAD,CAD,1.0
2026-03-07,CAD,NOK,7.073592
2026-03-07,CAD,SEK,6.74669
2026-03-07,CAD,CNY,5.053725
2026-03-07,CAD,MXN,12.940536
2026-03-07,NOK,EUR,0.089082
2026-03-07,NOK,USD,0.103509
2026-03-07,NOK,GBP,0.077425
2026-03-07,NOK,JPY,16.301861
2026-03-07,NOK,CHF,0.080765
2026-03-07,NOK,AUD,0.147087
2026-03-07,NOK,CAD,0.141371
2026-03-07,NOK,NOK,1.0
2026-03-07,NOK,SEK,0.953786
2026-03-07,NOK,CNY,0.71445
2026-03-07,NOK,MXN,1.829415
2026-03-07,SEK,EUR,0.093398
2026-03-07,SEK,USD,0.108524
2026-03-07,SEK,GBP,0.081176
2026-03-07,SEK,JPY,17.091745
2026-03-07,SEK,CHF,0.084678
2026-03-07,SEK,AUD,0.154214
2026-03-07,SEK,CAD,0.148221
2026-03-07,SEK,NOK,1.048454
2026-03-07,SEK,SEK,1.0
2026-03-07,SEK,CNY,0.749067
2026-03-07,SEK,MXN,1.918057
2026-03-07,CNY,EUR,0.124686
2026-03-07,CNY,USD,0.144879
2026-03-07,CNY,GBP,0.10837
2026-03-07,CNY,JPY,22.81737
2026-03-07,CNY,CHF,0.113045
2026-03-07,CNY,AUD,0.205874
2026-03-07,CNY,CAD,0.197874
2026-03-07,CNY,NOK,1.399679
2026-03-07,CNY,SEK,1.334994
2026-03-07,CNY,CNY,1.0
2026-03-07,CNY,MXN,2.560594
2026-03-07,MXN,EUR,0.048694
2026-03-07,MXN,USD,0.05658
2026-03-07,MXN,GBP,0.042322
2026-03-07,MXN,JPY,8.910969
2026-03-07,MXN,CHF,0.044148
2026-03-07,MXN,AUD,0.080401
2026-03-07,MXN,CAD,0.077277
2026-03-07,MXN,NOK,0.546623
2026-03-07,MXN,SEK,0.521361
2026-03-07,MXN,CNY,0.390534
2026-03-07,MXN,MXN,1.0
