date,base_currency,quote_currency,rate
2026-03-06,EUR,EUR,1.0
2026-03-06,EUR,USD,1.16238
2026-03-06,EUR,GBP,0.86998
2026-03-06,EUR,JPY,182.351
2026-03-06,EUR,CHF,0.906364
2026-03-06,EUR,AUD,1.645397
2026-03-06,EUR,CAD,1.586159
2026-03-06,EUR,NOK,11.197363
2026-03-06,EUR,SEK,10.675587
2026-03-06,EUR,CNY,8.009042
2026-03-06,EUR,MXN,20.490846
2026-03-06,USD,EUR,0.860304
2026-03-06,USD,USD,1.0
2026-03-06,USD,GBP,0.748447
2026-03-06,USD,JPY,156.877317
2026-03-06,USD,CHF,0.779748
2026-03-06,USD,AUD,1.415541
2026-03-06,USD,CAD,1.364579
2026-03-06,USD,NOK,9.633137
2026-03-06,USD,SEK,9.184252
2026-03-06,USD,CNY,6.890212
2026-03-06,USD,MXN,17.62836
2026-03-06,GBP,EUR,1.149452
2026-03-06,GBP,USD,1.3361
2026-03-06,GBP,GBP,1.0
2026-03-06,GBP,JPY,209.603718
2026-03-06,GBP,CHF,1.041821
2026-03-06,GBP,AUD,1.891304
2026-03-06,GBP,CAD,1.823214
2026-03-06,GBP,NOK,12.870831
2026-03-06,GBP,SEK,12.271075
2026-03-06,GBP,CNY,9.20601
2026-03-06,GBP,MXN,23.553244
2026-03-06,JPY,EUR,0.005484
2026-03-06,JPY,USD,0.006374
2026-03-06,JPY,GBP,0.004771
2026-03-06,JPY,JPY,1.0
2026-03-06,JPY,CHF,0.00497
2026-03-06,JPY,AUD,0.009023
2026-03-06,JPY,CAD,0.008698
2026-03-06,JPY,NOK,0.061406
2026-03-06,JPY,SEK,0.058544
2026-03-06,JPY,CNY,0.043921
2026-03-06,JPY,MXN,0.11237
2026-03-06,CHF,EUR,1.10331
2026-03-06,CHF,USD,1.282465
2026-03-06,CHF,GBP,0.959857
2026-03-06,CHF,JPY,201.189664
2026-03-06,CHF,CHF,1.0
2026-03-06,CHF,AUD,1.815382
2026-03-06,CHF,CAD,1.750025
2026-03-06,CHF,NOK,12.354161
2026-03-06,CHF,SEK,11.778481
2026-03-06,CHF,CNY,8.836456
2026-03-06,CHF,MXN,22.607754
2026-03-06,AUD,EUR,0.607756
2026-03-06,AUD,USD,0.706443
2026-03-06,AUD,GBP,0.528736
2026-03-06,AUD,JPY,110.824953
2026-03-06,AUD,CHF,0.550848
2026-03-06,AUD,AUD,1.0
2026-03-06,AUD,CAD,0.963998
2026-03-06,AUD,NOK,6.805267
2026-03-06,AUD,SEK,6.488155
2026-03-06,AUD,CNY,4.867545
2026-03-06,AUD,MXN,12.453439
2026-03-06,CAD,EUR,0.630454
2026-03-06,CAD,USD,0.732827
2026-03-06,CAD,GBP,0.548482
2026-03-06,CAD,JPY,114.963868
2026-03-06,CAD,CHF,0.57142
2026-03-06,CAD,AUD,1.037346
2026-03-06,CAD,CAD,1.0
2026-03-06,CAD,NOK,7.059419
2026-03-06,CAD,SEK,6.730464
2026-03-06,CAD,CNY,5.049331
2026-03-06,CAD,MXN,12.918531
2026-03-06,NOK,EUR,0.089307
2026-03-06,NOK,USD,0.103808
2026-03-06,NOK,GBP,0.077695
2026-03-06,NOK,JPY,16.285174
2026-03-06,NOK,CHF,0.080944
2026-03-06,NOK,AUD,0.146945
2026-03-06,NOK,CAD,0.141655
2026-03-06,NOK,NOK,1.0
2026-03-06,NOK,SEK,0.953402
2026-03-06,NOK,CNY,0.715261
2026-03-06,NOK,MXN,1.829971
2026-03-06,SEK,EUR,0.093672
2026-03-06,SEK,USD,0.108882
2026-03-06,SEK,GBP,0.081492
2026-03-06,SEK,JPY,17.081121
2026-03-06,SEK,CHF,0.084901
2026-03-06,SEK,AUD,0.154127
2026-03-06,SEK,CAD,0.148578
2026-03-06,SEK,NOK,1.048876
2026-03-06,SEK,SEK,1.0
2026-03-06,SEK,CNY,0.75022
2026-03-06,SEK,MXN,1.919412
2026-03-06,CNY,EUR,0.124859
2026-03-06,CNY,USD,0.145133
2026-03-06,CNY,GBP,0.108625
2026-03-06,CNY,JPY,22.76814
2026-03-06,CNY,CHF,0.113168
2026-03-06,CNY,AUD,0.205442
2026-03-06,CNY,CAD,0.198046
2026-03-06,CNY,NOK,1.39809
2026-03-06,CNY,SEK,1.332942
2026-03-06,CNY,CNY,1.0
2026-03-06,CNY,MXN,2.558464
2026-03-06,MXN,EUR,0.048802
2026-03-06,MXN,USD,0.056727
2026-03-06,MXN,GBP,0.042457
2026-03-06,MXN,JPY,8.899144
2026-03-06,MXN,CHF,0.044233
2026-03-06,MXN,AUD,0.080299
2026-03-06,MXN,CAD,0.077408
2026-03-06,MXN,NOK,0.546457
2026-03-06,MXN,SEK,0.520993
2026-03-06,MXN,CNY,0.39086
2026-03-06,MXN,MXN,1.0
