date,base_currency,quote_currency,rate
2026-02-27,EUR,EUR,1.0
2026-02-27,EUR,USD,1.179761
2026-02-27,EUR,GBP,0.874847
2026-02-27,EUR,JPY,183.823253
2026-02-27,EUR,CHF,0.91254
2026-02-27,EUR,AUD,1.65814
2026-02-27,EUR,CAD,1.613129
2026-02-27,EUR,NOK,11.272108
2026-02-27,EUR,SEK,10.68404
2026-02-27,EUR,CNY,8.092741
2026-02-27,EUR,MXN,20.286359
2026-02-27,USD,EUR,0.847629
2026-02-27,USD,USD,1.0
2026-02-27,USD,GBP,0.741546
2026-02-27,USD,JPY,155.813935
2026-02-27,USD,CHF,0.773495
2026-02-27,USD,AUD,1.405487
2026-02-27,USD,CAD,1.367335
2026-02-27,USD,NOK,9.554567
2026-02-27,USD,SEK,9.056103
2026-02-27,USD,CNY,6.859642
2026-02-27,USD,MXN,17.195308
2026-02-27,GBP,EUR,1.143057
2026-02-27,GBP,USD,1.348534
2026-02-27,GBP,GBP,1.0
2026-02-27,GBP,JPY,210.120405
2026-02-27,GBP,CHF,1.043085
2026-02-27,GBP,AUD,1.895348
2026-02-27,GBP,CAD,1.843898
2026-02-27,GBP,NOK,12.884659
2026-02-27,GBP,SEK,12.212464
2026-02-27,GBP,CNY,9.250462
2026-02-27,GBP,MXN,23.188459
2026-02-27,JPY,EUR,0.00544
2026-02-27,JPY,USD,0.006418
2026-02-27,JPY,GBP,0.004759
2026-02-27,JPY,JPY,1.0
2026-02-27,JPY,CHF,0.004964
2026-02-27,JPY,AUD,0.00902
2026-02-27,JPY,CAD,0.008775
2026-02-27,JPY,NOK,0.06132
2026-02-27,JPY,SEK,0.058121
2026-02-27,JPY,CNY,0.044025
2026-02-27,JPY,MXN,0.110358
2026-02-27,CHF,EUR,1.095843
2026-02-27,CHF,USD,1.292833
2026-02-27,CHF,GBP,0.958695
2026-02-27,CHF,JPY,201.441336
2026-02-27,CHF,CHF,1.0
2026-02-27,CHF,AUD,1.81706
2026-02-27,CHF,CAD,1.767736
2026-02-27,CHF,NOK,12.352455
2026-02-27,CHF,SEK,11.708026
2026-02-27,CHF,CNY,8.868369
2026-02-27,CHF,MXN,22.230655
2026-02-27,AUD,EUR,0.603086
2026-02-27,AUD,USD,0.711497
2026-02-27,AUD,GBP,0.527608
2026-02-27,AUD,JPY,110.861149
2026-02-27,AUD,CHF,0.55034
2026-02-27,AUD,AUD,1.0
2026-02-27,AUD,CAD,0.972855
2026-02-27,AUD,NOK,6.798046
2026-02-27,AUD,SEK,6.44339
2026-02-27,AUD,CNY,4.880615
2026-02-27,AUD,MXN,12.23441
2026-02-27,CAD,EUR,0.619913
2026-02-27,CAD,USD,0.731349
2026-02-27,CAD,GBP,0.542329
2026-02-27,CAD,JPY,113.954443
2026-02-27,CAD,CHF,0.565695
2026-02-27,CAD,AUD,1.027902
2026-02-27,CAD,CAD,1.0
2026-02-27,CAD,NOK,6.987727
2026-02-27,CAD,SEK,6.623177
2026-02-27,CAD,CNY,5.016796
2026-02-27,CAD,MXN,12.57578
2026-02-27,NOK,EUR,0.088715
2026-02-27,NOK,USD,0.104662
2026-02-27,NOK,GBP,0.077612
2026-02-27,NOK,JPY,16.307797
2026-02-27,NOK,CHF,0.080956
2026-02-27,NOK,AUD,0.147101
2026-02-27,NOK,CAD,0.143108
2026-02-27,NOK,NOK,1.0
2026-02-27,NOK,SEK,0.94783
2026-02-27,NOK,CNY,0.717944
2026-02-27,NOK,MXN,1.799695
2026-02-27,SEK,EUR,0.093598
2026-02-27,SEK,USD,0.110423
2026-02-27,SEK,GBP,0.081884
2026-02-27,SEK,JPY,17.205406
2026-02-27,SEK,CHF,0.085411
2026-02-27,SEK,AUD,0.155198
2026-02-27,SEK,CAD,0.150985
2026-02-27,SEK,NOK,1.055042
2026-02-27,SEK,SEK,1.0
2026-02-27,SEK,CNY,0.757461
2026-02-27,SEK,MXN,1.898754
2026-02-27,CNY,EUR,0.123568
2026-02-27,CNY,USD,0.14578
2026-02-27,CNY,GBP,0.108103
2026-02-27,CNY,JPY,22.714586
2026-02-27,CNY,CHF,0.11276
2026-02-27,CNY,AUD,0.204892
2026-02-27,CNY,CAD,0.19933
2026-02-27,CNY,NOK,1.392867
2026-02-27,CNY,SEK,1.320201
2026-02-27,CNY,CNY,1.0
2026-02-27,CNY,MXN,2.506735
2026-02-27,MXN,EUR,0.049294
2026-02-27,MXN,USD,0.058155
2026-02-27,MXN,GBP,0.043125
2026-02-27,MXN,JPY,9.061422
2026-02-27,MXN,CHF,0.044983
2026-02-27,MXN,AUD,0.081737
2026-02-27,MXN,CAD,0.079518
2026-02-27,MXN,NOK,0.55565
2026-02-27,MXN,SEK,0.526661
2026-02-27,MXN,CNY,0.398925
2026-02-27,MXN,MXN,1.0
