date,base_currency,quote_currency,rate
2026-03-08,EUR,EUR,1.0
2026-03-08,EUR,USD,1.161711
2026-03-08,EUR,GBP,0.865841
2026-03-08,EUR,JPY,183.261275
2026-03-08,EUR,CHF,0.902045
2026-03-08,EUR,AUD,1.652534
2026-03-08,EUR,CAD,1.575958
2026-03-08,EUR,NOK,11.132724
2026-03-08,EUR,SEK,10.667459
2026-03-08,EUR,CNY,8.021847
2026-03-08,EUR,MXN,20.669718
2026-03-08,USD,EUR,0.860799
2026-03-08,USD,USD,1.0
2026-03-08,USD,GBP,0.745315
2026-03-08,USD,JPY,157.751196
2026-03-08,USD,CHF,0.77648
2026-03-08,USD,AUD,1.4225
2026-03-08,USD,CAD,1.356583
2026-03-08,USD,NOK,9.583042
2026-03-08,USD,SEK,9.182542
2026-03-08,USD,CNY,6.905202
2026-03-08,USD,MXN,17.792481
2026-03-08,GBP,EUR,1.154947
2026-03-08,GBP,USD,1.341715
2026-03-08,GBP,GBP,1.0
2026-03-08,GBP,JPY,211.657083
2026-03-08,GBP,CHF,1.041815
2026-03-08,GBP,AUD,1.908589
2026-03-08,GBP,CAD,1.820148
2026-03-08,GBP,NOK,12.857708
2026-03-08,GBP,SEK,12.320351
2026-03-08,GBP,CNY,9.26481
2026-03-08,GBP,MXN,23.872432
2026-03-08,JPY,EUR,0.005457
2026-03-08,JPY,USD,0.006339
2026-03-08,JPY,GBP,0.004725
2026-03-08,JPY,JPY,1.0
2026-03-08,JPY,CHF,0.004922
2026-03-08,JPY,AUD,0.009017
2026-03-08,JPY,CAD,0.0086
2026-03-08,JPY,NOK,0.060748
2026-03-08,JPY,SEK,0.058209
2026-03-08,JPY,CNY,0.043773
2026-03-08,JPY,MXN,0.112788
2026-03-08,CHF,EUR,1.108592
2026-03-08,CHF,USD,1.287863
2026-03-08,CHF,GBP,0.959864
2026-03-08,CHF,JPY,203.161953
2026-03-08,CHF,CHF,1.0
2026-03-08,CHF,AUD,1.831985
2026-03-08,CHF,CAD,1.747094
2026-03-08,CHF,NOK,12.341647
2026-03-08,CHF,SEK,11.825858
2026-03-08,CHF,CNY,8.892955
2026-03-08,CHF,MXN,22.914281
2026-03-08,AUD,EUR,0.605131
2026-03-08,AUD,USD,0.702988
2026-03-08,AUD,GBP,0.523947
2026-03-08,AUD,JPY,110.89716
2026-03-08,AUD,CHF,0.545856
2026-03-08,AUD,AUD,1.0
2026-03-08,AUD,CAD,0.953662
2026-03-08,AUD,NOK,6.736762
2026-03-08,AUD,SEK,6.455215
2026-03-08,AUD,CNY,4.854272
2026-03-08,AUD,MXN,12.507896
2026-03-08,CAD,EUR,0.634535
2026-03-08,CAD,USD,0.737146
2026-03-08,CAD,GBP,0.549406
2026-03-08,CAD,JPY,116.285658
2026-03-08,CAD,CHF,0.572379
2026-03-08,CAD,AUD,1.04859
2026-03-08,CAD,CAD,1.0
2026-03-08,CAD,NOK,7.064101
2026-03-08,CAD,SEK,6.768874
2026-03-08,CAD,CNY,5.090141
2026-03-08,CAD,MXN,13.115656
2026-03-08,NOK,EUR,0.089825
2026-03-08,NOK,USD,0.104351
2026-03-08,NOK,GBP,0.077774
2026-03-08,NOK,JPY,16.461494
2026-03-08,NOK,CHF,0.081026
2026-03-08,NOK,AUD,0.148439
2026-03-08,NOK,CAD,0.141561
2026-03-08,NOK,NOK,1.0
2026-03-08,NOK,SEK,0.958207
2026-03-08,NOK,CNY,0.720565
2026-03-08,NOK,MXN,1.856663
2026-03-08,SEK,EUR,0.093743
2026-03-08,SEK,USD,0.108902
2026-03-08,SEK,GBP,0.081167
2026-03-08,SEK,JPY,17.179469
2026-03-08,SEK,CHF,0.08456
2026-03-08,SEK,AUD,0.154914
2026-03-08,SEK,CAD,0.147735
2026-03-08,SEK,NOK,1.043615
2026-03-08,SEK,SEK,1.0
2026-03-08,SEK,CNY,0.751992
2026-03-08,SEK,MXN,1.937642
2026-03-08,CNY,EUR,0.12466
2026-03-08,CNY,USD,0.144818
2026-03-08,CNY,GBP,0.107935
2026-03-08,CNY,JPY,22.84527
2026-03-08,CNY,CHF,0.112449
2026-03-08,CNY,AUD,0.206004
2026-03-08,CNY,CAD,0.196458
2026-03-08,CNY,NOK,1.387801
2026-03-08,CNY,SEK,1.329801
2026-03-08,CNY,CNY,1.0
2026-03-08,CNY,MXN,2.576678
2026-03-08,MXN,EUR,0.04838
2026-03-08,MXN,USD,0.056204
2026-03-08,MXN,GBP,0.041889
2026-03-08,MXN,JPY,8.866172
2026-03-08,MXN,CHF,0.043641
2026-03-08,MXN,AUD,0.079949
2026-03-08,MXN,CAD,0.076245
2026-03-08,MXN,NOK,0.538601
2026-03-08,MXN,SEK,0.516091
2026-03-08,MXN,CNY,0.388097
2026-03-08,MXN,MXN,1.0
