date,strategy_id,strategy_name,strategy_params,executed_trades,EUR,USD,GBP,JPY,CHF,AUD,CAD,NOK,SEK,CNY,MXN,current_value
2026-02-24,simple-momentum-conf0.5-size0.25,simple-momentum,conf=0.5_size=0.25_agg=average,0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026-02-24,simple-momentum-conf0.5-size0.5,simple-momentum,conf=0.5_size=0.5_agg=average,0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026-02-24,simple-momentum-conf0.5-size0.75,simple-momentum,conf=0.5_size=0.75_agg=average,0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026-02-24,simple-momentum-conf0.6-size0.25,simple-momentum,conf=0.6_size=0.25_agg=average,0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026-02-24,simple-momentum-conf0.6-size0.5,simple-momentum,conf=0.6_size=0.5_agg=average,0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026-02-24,simple-momentum-conf0.6-size0.75,simple-momentum,conf=0.6_size=0.75_agg=average,0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026-02-24,simple-momentum-conf0.7-size0.25,simple-momentum,conf=0.7_size=0.25_agg=average,0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026-02-24,simple-momentum-conf0.7-size0.5,simple-momentum,conf=0.7_size=0.5_agg=average,0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026-02-24,simple-momentum-conf0.7-size0.75,simple-momentum,conf=0.7_size=0.75_agg=average,0,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
